city,date,temp_c,wind_ms,precip_mm
Lahore,2026-01-01,12.92992054948462,0.3955785856585673,1.254586023554589
Karachi,2026-01-01,19.632051162602636,2.710594740144654,0.0025749204723979346
Islamabad,2026-01-01,9.758184709887871,1.3415274735454334,4.801423300991447
Faisalabad,2026-01-01,12.88053453620347,1.8313364215283328,0.11463451825805425
Rawalpindi,2026-01-01,10.38804377964334,1.3670305807413272,3.5545579120621587
Multan,2026-01-01,13.482669656013002,2.3935816246787245,0.00477209496518882
Peshawar,2026-01-01,11.019957992041782,0.884812914184928,0.029759876701894634
Gujranwala,2026-01-01,12.971042256709325,1.1763436690662834,4.280602702250266
Quetta,2026-01-01,2.3544535254191032,0.8324656719692003,0.022654222849792523
Sialkot,2026-01-01,12.502443508403076,0.9952212751227757,7.530590995183057
Hyderabad,2026-01-01,17.103239437853915,3.0286730199660328,0.0025749204723979346
Bahawalpur,2026-01-01,13.49845029204431,2.424944128558206,0.0038250106853037727
Sargodha,2026-01-01,12.573388598436111,1.0711037392167233,0.009244780788680055
Sukkur,2026-01-01,15.153360373766475,1.8204626803323956,0.0025749204723979346
Larkana,2026-01-01,15.358756644252082,1.2907773550056707,0.0025749204723979346
Lahore,2026-01-02,12.33711089299618,1.0409449000779902,0.07579890944301877
Karachi,2026-01-02,18.9424692256477,2.2982380105008393,8.523463748133508E-4
Islamabad,2026-01-02,9.644271985488103,1.6077946924973736,8.523463748133508E-4
Faisalabad,2026-01-02,12.375932699118152,1.1732550307282295,0.001169544886954095
Rawalpindi,2026-01-02,10.169870434713289,1.7681484999946022,8.523463748133508E-4
Multan,2026-01-02,13.23973578371988,0.9658905455993356,8.523463748133508E-4
Peshawar,2026-01-02,10.4419089366977,1.5020419262073368,8.523463748133508E-4
Gujranwala,2026-01-02,12.011953334867826,1.3839389412192205,0.001676798858617201
Quetta,2026-01-02,5.1888515795670855,0.1860786510122148,8.523463748133508E-4
Sialkot,2026-01-02,11.845073193738017,0.9253315045921792,0.0013565175060909413
Hyderabad,2026-01-02,16.075231329764108,2.436371033191544,8.523463748133508E-4
Bahawalpur,2026-01-02,13.269966347516458,0.7074382337489176,8.523463748133508E-4
Sargodha,2026-01-02,12.358852885446538,1.2174976598925933,8.523463748133508E-4
Sukkur,2026-01-02,14.859529500898361,1.3966130912759411,8.523463748133508E-4
Larkana,2026-01-02,15.126904971265958,1.189405752998822,8.523463748133508E-4
Lahore,2026-01-03,12.940707780375135,1.2729368244417345,0.059300951171762394
Karachi,2026-01-03,18.34375382876067,0.4119316562249791,0.0030107144652902207
Islamabad,2026-01-03,9.74807376119287,0.7246755176462837,0.05395519390293917
Faisalabad,2026-01-03,12.659080255699962,1.72605658682044,0.0035586526986943682
Rawalpindi,2026-01-03,10.273857821755541,0.5921901368957577,0.010612420482482541
Multan,2026-01-03,13.59693778405341,2.0830924799815165,0.003538091354131956
Peshawar,2026-01-03,11.863269063111659,0.8882723573669833,0.0030107144652902207
Gujranwala,2026-01-03,12.683439150306299,0.29755082955409357,0.013966074106773195
Quetta,2026-01-03,5.391980861262766,0.8991950060643552,0.0030107144652902207
Sialkot,2026-01-03,12.169849221029324,0.39023700495537456,0.017047009195983738
Hyderabad,2026-01-03,16.4019233003267,1.1687890879891387,0.0030107144652902207
Bahawalpur,2026-01-03,13.554205324882162,1.8443704171538822,0.0038221625641018235
Sargodha,2026-01-03,12.308419185063258,1.664456672696889,0.0030107144652902207
Sukkur,2026-01-03,14.946392473978335,1.4378180060030565,0.0030107144652902207
Larkana,2026-01-03,15.17509689348293,1.181243289201685,0.0030107144652902207
Lahore,2026-01-04,12.658519910040411,1.155362239758096,0.33960788136215736
Karachi,2026-01-04,18.98529256888071,0.5913014289992826,0.0
Islamabad,2026-01-04,8.912743662981029,0.8253982388010165,0.7303932606039315
Faisalabad,2026-01-04,12.619480430473686,1.030197016741626,0.030651207736449266
Rawalpindi,2026-01-04,9.440124487560183,0.7576254598406981,0.4997081605727633
Multan,2026-01-04,14.342391684941504,1.7906985082471747,0.010610607693300236
Peshawar,2026-01-04,10.776284238719654,0.737931667929671,0.006801018808195742
Gujranwala,2026-01-04,12.076826973383504,1.0754316244440911,0.052291608187140404
Quetta,2026-01-04,4.979671491824774,0.7470831338678252,0.0
Sialkot,2026-01-04,12.397425045235536,0.9649076221956138,0.0557491358701498
Hyderabad,2026-01-04,16.9413036624386,1.6117324146705831,0.0
Bahawalpur,2026-01-04,14.064807032853082,2.0349682734497136,0.0
Sargodha,2026-01-04,12.13361977443742,1.4207905429970482,0.032771255465624476
Sukkur,2026-01-04,15.803487035263117,1.2878435930717649,0.0
Larkana,2026-01-04,16.11245084181087,0.9419259961277955,0.0
Lahore,2026-01-05,11.78134649648797,2.071839312114916,0.016538243098755775
Karachi,2026-01-05,19.829751138643246,2.301476590703138,0.0
Islamabad,2026-01-05,8.328038403790288,1.6158443151135797,0.2321235381709743
Faisalabad,2026-01-05,12.394869428300694,1.8457800369647566,0.0035545486359428394
Rawalpindi,2026-01-05,8.964421676872462,1.7762140572211293,0.0526474887943967
Multan,2026-01-05,13.32641436595452,0.7126541205088825,0.7594481894325584
Peshawar,2026-01-05,8.946112293714123,1.5400055799642733,0.0
Gujranwala,2026-01-05,11.878351277769298,2.1037534676186502,0.09350412379070284
Quetta,2026-01-05,2.5766446132212764,1.3353658468388787,8.452031360640112E-4
Sialkot,2026-01-05,11.655236954442046,1.8385922076694736,0.012744614724447276
Hyderabad,2026-01-05,17.41124105426138,3.1664706772324833,0.0
Bahawalpur,2026-01-05,13.690689228335145,1.0052840988957654,0.5256478676873505
Sargodha,2026-01-05,12.008321856317764,1.7396112377433612,0.036414323458031035
Sukkur,2026-01-05,15.88179135132873,2.491879820863933,0.0
Larkana,2026-01-05,16.171778071313156,1.832007478373106,0.0
Lahore,2026-01-06,11.077350700937302,1.4535366025237608,0.01955834047618909
Karachi,2026-01-06,19.41102972133183,4.9472868012278175,0.0017163932852781727
Islamabad,2026-01-06,8.039800375407651,1.3349653790350313,0.06119291265753567
Faisalabad,2026-01-06,11.770388411149384,1.4833053544882013,0.0017163932852781727
Rawalpindi,2026-01-06,8.462831225368348,1.481856043787184,0.010198806855377001
Multan,2026-01-06,12.435637780426191,0.5172401249009406,0.002128588092209012
Peshawar,2026-01-06,8.23508028175047,1.4705078553441568,0.0017163932852781727
