city,date,no2
Larkana,2020-01-03,1.682520813448447E-5
Lahore,2020-01-04,5.6493690114842906E-5
Karachi,2020-01-04,1.0118417116230178E-4
Islamabad,2020-01-04,1.0474400283053401E-4
Faisalabad,2020-01-04,5.7994583319654265E-5
Rawalpindi,2020-01-04,1.2367395654482345E-4
Multan,2020-01-04,4.7296538229829116E-5
Peshawar,2020-01-04,6.172159403847775E-5
Gujranwala,2020-01-04,6.349133755909063E-5
Quetta,2020-01-04,1.1548516145600268E-5
Sialkot,2020-01-04,3.5762162204871206E-5
Hyderabad,2020-01-04,5.889029506430545E-5
Bahawalpur,2020-01-04,2.4646691892032333E-5
Sargodha,2020-01-04,3.267231534404793E-5
Sukkur,2020-01-04,3.2692246947152815E-5
Larkana,2020-01-04,2.7346610779093902E-5
Lahore,2020-01-05,
Karachi,2020-01-05,2.971779708185498E-5
Islamabad,2020-01-05,
Faisalabad,2020-01-05,
Rawalpindi,2020-01-05,
Multan,2020-01-05,
Peshawar,2020-01-05,
Gujranwala,2020-01-05,
Quetta,2020-01-05,
Sialkot,2020-01-05,
Hyderabad,2020-01-05,3.8676792924188664E-5
Bahawalpur,2020-01-05,
Sargodha,2020-01-05,
Sukkur,2020-01-05,
Larkana,2020-01-05,
Lahore,2020-01-06,
Karachi,2020-01-06,1.593731923248799E-4
Islamabad,2020-01-06,
Faisalabad,2020-01-06,
Rawalpindi,2020-01-06,
Multan,2020-01-06,
Peshawar,2020-01-06,
Gujranwala,2020-01-06,
Quetta,2020-01-06,
Sialkot,2020-01-06,
Hyderabad,2020-01-06,3.094897058525824E-5
Bahawalpur,2020-01-06,
Sargodha,2020-01-06,
Sukkur,2020-01-06,
Larkana,2020-01-06,
Lahore,2020-01-07,
Karachi,2020-01-07,4.4195592254772954E-5
Islamabad,2020-01-07,
Faisalabad,2020-01-07,
Rawalpindi,2020-01-07,
Multan,2020-01-07,2.9763279105813666E-5
Peshawar,2020-01-07,7.503937108693722E-5
Gujranwala,2020-01-07,
Quetta,2020-01-07,7.396590114279923E-6
Sialkot,2020-01-07,
Hyderabad,2020-01-07,2.827258400018051E-5
Bahawalpur,2020-01-07,2.381290247313261E-5
Sargodha,2020-01-07,1.6248307901288356E-5
Sukkur,2020-01-07,1.7284947621532383E-5
Larkana,2020-01-07,
Lahore,2020-01-08,1.1839218934418237E-4
Karachi,2020-01-08,1.8273145902444727E-4
Islamabad,2020-01-08,1.3470950120894306E-4
Faisalabad,2020-01-08,4.2310620575453885E-5
Rawalpindi,2020-01-08,1.2006565757605274E-4
Multan,2020-01-08,7.236988035409218E-5
Peshawar,2020-01-08,7.018876435589821E-5
Gujranwala,2020-01-08,2.5698874827412457E-5
Quetta,2020-01-08,1.3136954224689222E-5
Sialkot,2020-01-08,2.6347167506245454E-5
Hyderabad,2020-01-08,3.961018235539036E-5
Bahawalpur,2020-01-08,2.761037089310221E-5
Sargodha,2020-01-08,3.812693715760102E-5
Sukkur,2020-01-08,2.3331893626368352E-5
Larkana,2020-01-08,1.9503833523928707E-5
Lahore,2020-01-09,1.6761109105802095E-4
Karachi,2020-01-09,1.5834346050436324E-4
Islamabad,2020-01-09,1.643382147782151E-4
Faisalabad,2020-01-09,5.503506731075979E-5
Rawalpindi,2020-01-09,1.7937396422685792E-4
Multan,2020-01-09,6.86484608801761E-5
Peshawar,2020-01-09,8.675410759070646E-5
Gujranwala,2020-01-09,5.270861158452312E-5
Quetta,2020-01-09,2.2658625629035874E-5
Sialkot,2020-01-09,4.136621338027331E-5
Hyderabad,2020-01-09,3.535964156165161E-5
Bahawalpur,2020-01-09,2.017257320522927E-5
Sargodha,2020-01-09,3.950478331455601E-5
Sukkur,2020-01-09,2.8859220872486068E-5
Larkana,2020-01-09,2.7394445369483184E-5
Lahore,2020-01-10,1.2671823688788775E-4
Karachi,2020-01-10,6.935651484829528E-5
Islamabad,2020-01-10,1.3098478683161874E-4
Faisalabad,2020-01-10,4.7530197060666397E-5
Rawalpindi,2020-01-10,1.4854353240501556E-4
Multan,2020-01-10,7.271828691288718E-5
Peshawar,2020-01-10,4.2700190848297365E-5
Gujranwala,2020-01-10,5.2584331685253966E-5
Quetta,2020-01-10,9.651944785071163E-6
Sialkot,2020-01-10,4.435528427144535E-5
Hyderabad,2020-01-10,3.3204221355878244E-5
Bahawalpur,2020-01-10,3.4582067910732934E-5
Sargodha,2020-01-10,3.613714731996989E-5
Sukkur,2020-01-10,2.7516527680400865E-5
Larkana,2020-01-10,2.341039675722991E-5
Lahore,2020-01-11,1.5204762569982132E-4
Karachi,2020-01-11,8.553987041654783E-5
Islamabad,2020-01-11,
Faisalabad,2020-01-11,9.299936387040394E-5
Rawalpindi,2020-01-11,
Multan,2020-01-11,
Peshawar,2020-01-11,
Gujranwala,2020-01-11,9.083880360367656E-5
Quetta,2020-01-11,
Sialkot,2020-01-11,6.984961315966379E-5
Hyderabad,2020-01-11,4.233318054823978E-5
Bahawalpur,2020-01-11,
Sargodha,2020-01-11,
Sukkur,2020-01-11,4.785314862607001E-5
Larkana,2020-01-11,4.386861315377753E-5
Lahore,2020-01-12,1.3365101252076875E-4
Karachi,2020-01-12,
Islamabad,2020-01-12,
Faisalabad,2020-01-12,9.927117231913469E-5
Rawalpindi,2020-01-12,
Multan,2020-01-12,
Peshawar,2020-01-12,
Gujranwala,2020-01-12,
Quetta,2020-01-12,
Sialkot,2020-01-12,
Hyderabad,2020-01-12,3.98369488116696E-5
Bahawalpur,2020-01-12,
Sargodha,2020-01-12,
Sukkur,2020-01-12,
Larkana,2020-01-12,
Lahore,2020-01-13,
Karachi,2020-01-13,1.0461722941494145E-4
Islamabad,2020-01-13,
Faisalabad,2020-01-13,
Rawalpindi,2020-01-13,
Multan,2020-01-13,3.123102258702591E-5
Peshawar,2020-01-13,
Gujranwala,2020-01-13,
Quetta,2020-01-13,
Sialkot,2020-01-13,
Hyderabad,2020-01-13,4.016616431919276E-5
Bahawalpur,2020-01-13,2.2921009403216473E-5
Sargodha,2020-01-13,
Sukkur,2020-01-13,2.0674377763124908E-5
Larkana,2020-01-13,1.8719640307177676E-5
Lahore,2020-01-14,8.304783764941818E-5
Karachi,2020-01-14,1.2327920450649958E-4
Islamabad,2020-01-14,7.988663450622893E-5
Faisalabad,2020-01-14,6.700960241052738E-5
Rawalpindi,2020-01-14,7.40914010393051E-5
Multan,2020-01-14,
Peshawar,2020-01-14,3.306643921433377E-5
Gujranwala,2020-01-14,2.2285150983968987E-5
Quetta,2020-01-14,
Sialkot,2020-01-14,1.9657852251961526E-5
Hyderabad,2020-01-14,5.5605821936320614E-5
Bahawalpur,2020-01-14,1.1909190223812551E-5
Sargodha,2020-01-14,2.2161506315931337E-5
Sukkur,2020-01-14,2.4548926352371174E-5
Larkana,2020-01-14,2.7107010926325996E-5
Lahore,2020-01-15,1.5338075989365012E-4
Karachi,2020-01-15,8.499471624914183E-5
Islamabad,2020-01-15,1.1563817672541544E-4
Faisalabad,2020-01-15,6.3961823630052E-5
Rawalpindi,2020-01-15,1.2703435820409555E-4
Multan,2020-01-15,4.236753120572315E-5
Peshawar,2020-01-15,4.297732038956211E-5
Gujranwala,2020-01-15,7.011181771322455E-5
Quetta,2020-01-15,1.1154160401400553E-5
Sialkot,2020-01-15,3.1194827185769716E-5
Hyderabad,2020-01-15,3.512320925817605E-5
Bahawalpur,2020-01-15,2.6574115066665956E-5
Sargodha,2020-01-15,4.184819987129324E-5
Sukkur,2020-01-15,2.7336559919896957E-5
Larkana,2020-01-15,2.0061253158283663E-5
Lahore,2020-01-16,1.7337764911865645E-4
Karachi,2020-01-16,1.6022266401275763E-4
Islamabad,2020-01-16,7.432948359830055E-5
Faisalabad,2020-01-16,7.263583820827617E-5
Rawalpindi,2020-01-16,7.893150329582268E-5
Multan,2020-01-16,3.7243759966220944E-5
Peshawar,2020-01-16,4.471211240883914E-5
Gujranwala,2020-01-16,5.916397836054292E-5
Quetta,2020-01-16,1.7582584147176287E-5
Sialkot,2020-01-16,4.504859216627053E-5
Hyderabad,2020-01-16,3.0486549105426587E-5
Bahawalpur,2020-01-16,3.7024234946610185E-5
Sargodha,2020-01-16,3.572135172227312E-5
Sukkur,2020-01-16,2.343876654958843E-5
Larkana,2020-01-16,2.0273141935195026E-5
Lahore,2020-01-17,2.9911610709447623E-4
Karachi,2020-01-17,9.865538463659305E-5
Islamabad,2020-01-17,1.8119620826427936E-4
Faisalabad,2020-01-17,4.613532279209606E-5
Rawalpindi,2020-01-17,2.0779184211819267E-4
Multan,2020-01-17,8.002335564008551E-5
Peshawar,2020-01-17,5.01872104104222E-5
Gujranwala,2020-01-17,4.027501025150707E-5
Quetta,2020-01-17,1.7337330088547804E-5
Sialkot,2020-01-17,2.8651451039119957E-5
Hyderabad,2020-01-17,5.472013215113723E-5
Bahawalpur,2020-01-17,3.1707024424767655E-5
Sargodha,2020-01-17,7.697325153573607E-5
Sukkur,2020-01-17,3.279716253700132E-5
Larkana,2020-01-17,3.106447592599412E-5
Lahore,2020-01-18,9.093722057217484E-5
Karachi,2020-01-18,1.613220972109781E-4
Islamabad,2020-01-18,1.4954578146117908E-4
Faisalabad,2020-01-18,7.43116486830891E-5
Rawalpindi,2020-01-18,1.2495533687267217E-4
Multan,2020-01-18,6.403006917442215E-5
Peshawar,2020-01-18,5.2785839224435696E-5
Gujranwala,2020-01-18,5.691314908391242E-5
Quetta,2020-01-18,2.6146519641386012E-5
Sialkot,2020-01-18,2.4762682518271844E-5
Hyderabad,2020-01-18,3.838636845975155E-5
Bahawalpur,2020-01-18,4.3429328920253536E-5
Sargodha,2020-01-18,5.224509174632871E-5
Sukkur,2020-01-18,3.5445050984007886E-5
Larkana,2020-01-18,2.7079512055146917E-5
Lahore,2020-01-19,1.656330560268849E-4
Karachi,2020-01-19,8.275993629128867E-5
Islamabad,2020-01-19,1.2945582441280237E-4
Faisalabad,2020-01-19,7.599275585298473E-5
Rawalpindi,2020-01-19,1.6086445879426144E-4
Multan,2020-01-19,6.618010262764634E-5
Peshawar,2020-01-19,5.345013464014494E-5
Gujranwala,2020-01-19,6.470044056037808E-5
Quetta,2020-01-19,
Sialkot,2020-01-19,2.5478837197193182E-5
Hyderabad,2020-01-19,2.7624126584329693E-5
Bahawalpur,2020-01-19,3.3669556549709475E-5
Sargodha,2020-01-19,3.86750498600764E-5
Sukkur,2020-01-19,3.8082212567456576E-5
Larkana,2020-01-19,3.161303082719232E-5
Lahore,2020-01-20,2.9133529865024536E-4
Karachi,2020-01-20,2.1245340660267097E-4
Islamabad,2020-01-20,8.345718509526247E-5
Faisalabad,2020-01-20,
Rawalpindi,2020-01-20,8.215172708903837E-5
Multan,2020-01-20,
Peshawar,2020-01-20,5.8518030095317756E-5
Gujranwala,2020-01-20,3.8587997225007495E-5
Quetta,2020-01-20,
Sialkot,2020-01-20,5.213245395823202E-5
Hyderabad,2020-01-20,3.555580480952826E-5
Bahawalpur,2020-01-20,
Sargodha,2020-01-20,
Sukkur,2020-01-20,5.0241450944241396E-5
Larkana,2020-01-20,5.770487751605551E-5
Lahore,2020-01-21,4.026650559229951E-5
Karachi,2020-01-21,1.6255903836961575E-4
Islamabad,2020-01-21,
Faisalabad,2020-01-21,7.627962381463182E-5
Rawalpindi,2020-01-21,
Multan,2020-01-21,3.587910706383832E-5
Peshawar,2020-01-21,
Gujranwala,2020-01-21,
Quetta,2020-01-21,9.990969950297314E-6
Sialkot,2020-01-21,
Hyderabad,2020-01-21,3.341053952067192E-5
Bahawalpur,2020-01-21,3.128965163472097E-5
Sargodha,2020-01-21,
Sukkur,2020-01-21,3.242909333458578E-5
Larkana,2020-01-21,2.725791862182857E-5
Lahore,2020-01-22,1.1674620977079181E-4
Karachi,2020-01-22,6.263084826803386E-5
Islamabad,2020-01-22,6.305599948645211E-5
Faisalabad,2020-01-22,5.086758735086063E-5
Rawalpindi,2020-01-22,6.435988551545786E-5
Multan,2020-01-22,3.6626226833384945E-5
Peshawar,2020-01-22,3.9547490617558033E-5
Gujranwala,2020-01-22,5.0733809352853024E-5
Quetta,2020-01-22,2.3668787471464627E-5
Sialkot,2020-01-22,3.706337416597962E-5
Hyderabad,2020-01-22,3.3786245486596916E-5
Bahawalpur,2020-01-22,2.90360940148099E-5
Sargodha,2020-01-22,3.4666569389749634E-5
Sukkur,2020-01-22,3.389624845078875E-5
Larkana,2020-01-22,3.156711837257801E-5
Lahore,2020-01-23,1.4293785383061742E-4
Karachi,2020-01-23,1.0080243957270769E-4
Islamabad,2020-01-23,8.177377992960972E-5
Faisalabad,2020-01-23,5.71916408630695E-5
Rawalpindi,2020-01-23,8.157705434097366E-5
Multan,2020-01-23,5.6871521283507616E-5
Peshawar,2020-01-23,6.240682177317136E-5
Gujranwala,2020-01-23,4.9681741890123995E-5
Quetta,2020-01-23,2.908003429494453E-5
Sialkot,2020-01-23,5.632065480455336E-5
Hyderabad,2020-01-23,3.6655699646434294E-5
Bahawalpur,2020-01-23,4.3644972293704985E-5
Sargodha,2020-01-23,4.865908395583875E-5
Sukkur,2020-01-23,4.20638036946248E-5
Larkana,2020-01-23,2.4887444185351892E-5
Lahore,2020-01-24,1.7623092896444902E-4
Karachi,2020-01-24,1.6778861280138064E-4
Islamabad,2020-01-24,1.1793268681363774E-4
Faisalabad,2020-01-24,5.087243036026847E-5
Rawalpindi,2020-01-24,9.805583925856302E-5
Multan,2020-01-24,5.9574813078772255E-5
Peshawar,2020-01-24,4.759028056304644E-5
Gujranwala,2020-01-24,5.106199436029953E-5
Quetta,2020-01-24,
Sialkot,2020-01-24,4.8497832482821454E-5
Hyderabad,2020-01-24,4.171129071342474E-5
Bahawalpur,2020-01-24,4.706101843000249E-5
Sargodha,2020-01-24,4.142028426113762E-5
Sukkur,2020-01-24,3.328759494603602E-5
Larkana,2020-01-24,3.188118088319582E-5
Lahore,2020-01-25,2.0059075905010107E-4
Karachi,2020-01-25,9.975216313051909E-5
Islamabad,2020-01-25,
Faisalabad,2020-01-25,
Rawalpindi,2020-01-25,
Multan,2020-01-25,4.52885169097251E-5
Peshawar,2020-01-25,5.531539908905799E-5
Gujranwala,2020-01-25,
Quetta,2020-01-25,1.3688186761870973E-5
Sialkot,2020-01-25,3.8553520425921306E-5
Hyderabad,2020-01-25,3.285531579452291E-5
Bahawalpur,2020-01-25,2.2531416575262683E-5
Sargodha,2020-01-25,1.9062575486599653E-5
Sukkur,2020-01-25,3.450572998669267E-5
Larkana,2020-01-25,3.248453638878256E-5
Lahore,2020-01-26,1.3590714361515576E-4
Karachi,2020-01-26,6.318977488436069E-5
Islamabad,2020-01-26,9.06247856732942E-5
Faisalabad,2020-01-26,9.803107292148059E-5
Rawalpindi,2020-01-26,1.003851780533851E-4
Multan,2020-01-26,4.0593490457244387E-5
Peshawar,2020-01-26,4.726118411623457E-5
Gujranwala,2020-01-26,1.068635484250489E-4
Quetta,2020-01-26,1.2059285596161537E-5
Sialkot,2020-01-26,3.308486306626037E-5
Hyderabad,2020-01-26,3.193241459991734E-5
Bahawalpur,2020-01-26,2.8775898971075584E-5
Sargodha,2020-01-26,4.200031221814086E-5
Sukkur,2020-01-26,3.1913670897612195E-5
Larkana,2020-01-26,3.0914219749628144E-5
Lahore,2020-01-27,
Karachi,2020-01-27,3.991325804056357E-5
Islamabad,2020-01-27,8.443977735153009E-5
Faisalabad,2020-01-27,
Rawalpindi,2020-01-27,8.01241106011451E-5
Multan,2020-01-27,3.6567945491486425E-5
Peshawar,2020-01-27,
Gujranwala,2020-01-27,6.209826214515832E-5
Quetta,2020-01-27,1.1363650941343626E-5
Sialkot,2020-01-27,2.9823281544556958E-5
Hyderabad,2020-01-27,1.846624025191529E-5
Bahawalpur,2020-01-27,3.745731676833795E-5
Sargodha,2020-01-27,
Sukkur,2020-01-27,
Larkana,2020-01-27,2.990538378411483E-5
Lahore,2020-01-28,
Karachi,2020-01-28,8.978353852549934E-5
Islamabad,2020-01-28,
Faisalabad,2020-01-28,
Rawalpindi,2020-01-28,
Multan,2020-01-28,1.470738437420944E-5
Peshawar,2020-01-28,
Gujranwala,2020-01-28,
Quetta,2020-01-28,
Sialkot,2020-01-28,
Hyderabad,2020-01-28,3.793837132973476E-5
Bahawalpur,2020-01-28,1.51314393357336E-5
Sargodha,2020-01-28,
Sukkur,2020-01-28,2.3050339674127622E-5
Larkana,2020-01-28,1.9266079725199456E-5
Lahore,2020-01-29,3.489395344226493E-5
Karachi,2020-01-29,1.5387592607490373E-4
Islamabad,2020-01-29,
Faisalabad,2020-01-29,5.5503486092362055E-5
Rawalpindi,2020-01-29,
Multan,2020-01-29,4.1195801145809945E-5
Peshawar,2020-01-29,
Gujranwala,2020-01-29,1.364278101789427E-5
Quetta,2020-01-29,1.0476354072601745E-5
Sialkot,2020-01-29,1.5341626946355502E-5
Hyderabad,2020-01-29,5.1549675521811934E-5
Bahawalpur,2020-01-29,3.904039733241103E-5
Sargodha,2020-01-29,1.8712131884552026E-5
Sukkur,2020-01-29,2.4405543267725186E-5
Larkana,2020-01-29,2.1857523510418756E-5
Lahore,2020-01-30,1.0052472390157368E-4
Karachi,2020-01-30,1.0353622027904149E-4
Islamabad,2020-01-30,1.0622552247487504E-4
Faisalabad,2020-01-30,3.446047396657857E-5
Rawalpindi,2020-01-30,9.70549330613716E-5
Multan,2020-01-30,3.8649108087617445E-5
Peshawar,2020-01-30,5.36456732672837E-5
Gujranwala,2020-01-30,2.0940448493923016E-5
Quetta,2020-01-30,1.0774829840711549E-5
Sialkot,2020-01-30,1.255069002978612E-5
Hyderabad,2020-01-30,2.598184159772454E-5
Bahawalpur,2020-01-30,2.5802472050299323E-5
Sargodha,2020-01-30,2.238806143539466E-5
Sukkur,2020-01-30,2.2407880983237696E-5
Larkana,2020-01-30,2.3383855978921437E-5
Lahore,2020-01-31,9.742549153379733E-5
Karachi,2020-01-31,1.392734621567082E-4
Islamabad,2020-01-31,1.1293352947807292E-4
Faisalabad,2020-01-31,3.5713205128065814E-5
Rawalpindi,2020-01-31,9.591453669724957E-5
Multan,2020-01-31,3.7004994105393544E-5
Peshawar,2020-01-31,6.943615552285439E-5
Gujranwala,2020-01-31,3.972362934134651E-5
Quetta,2020-01-31,8.847959608829932E-6
Sialkot,2020-01-31,2.2766531085692898E-5
Hyderabad,2020-01-31,3.602640090222491E-5
Bahawalpur,2020-01-31,2.6009623877592807E-5
Sargodha,2020-01-31,2.8290654851460803E-5
Sukkur,2020-01-31,2.7289449409358485E-5
Larkana,2020-01-31,2.277424817705327E-5
Lahore,2020-02-01,8.592238911767132E-5
Karachi,2020-02-01,1.766822510425945E-4
Islamabad,2020-02-01,8.433154767178529E-5
Faisalabad,2020-02-01,5.0561257319376635E-5
Rawalpindi,2020-02-01,7.7946496912589E-5
Multan,2020-02-01,5.3349625253144195E-5
Peshawar,2020-02-01,5.382167640585695E-5
Gujranwala,2020-02-01,3.846797836467787E-5
Quetta,2020-02-01,2.0461763814359698E-5
Sialkot,2020-02-01,2.0723456061826722E-5
Hyderabad,2020-02-01,3.0840665207895355E-5
Bahawalpur,2020-02-01,2.835476777961281E-5
Sargodha,2020-02-01,3.5670107113001874E-5
Sukkur,2020-02-01,2.3075076755470237E-5
Larkana,2020-02-01,2.0946423465620096E-5
Lahore,2020-02-02,1.2331199894610254E-4
Karachi,2020-02-02,7.98939660389423E-5
Islamabad,2020-02-02,9.242733848904429E-5
Faisalabad,2020-02-02,4.634230120258084E-5
Rawalpindi,2020-02-02,7.699803467537719E-5
Multan,2020-02-02,4.063095272418822E-5
Peshawar,2020-02-02,4.626240112750455E-5
Gujranwala,2020-02-02,5.258126802408551E-5
Quetta,2020-02-02,1.9255539310447274E-5
Sialkot,2020-02-02,3.706963587112388E-5
Hyderabad,2020-02-02,3.275578319286102E-5
Bahawalpur,2020-02-02,2.7209561137896626E-5
Sargodha,2020-02-02,3.1707641737118984E-5
Sukkur,2020-02-02,3.472292654053001E-5
Larkana,2020-02-02,3.304460144026908E-5
Lahore,2020-02-03,1.2828620177111912E-4
Karachi,2020-02-03,2.2512308779232292E-4
Islamabad,2020-02-03,1.407248700453448E-4
Faisalabad,2020-02-03,5.109259753156351E-5
Rawalpindi,2020-02-03,1.4612949961484824E-4
Multan,2020-02-03,4.4968389560065494E-5
Peshawar,2020-02-03,7.881863010259635E-5
Gujranwala,2020-02-03,6.237486793696234E-5
Quetta,2020-02-03,1.2236001810208138E-5
Sialkot,2020-02-03,3.995190093071176E-5
Hyderabad,2020-02-03,3.870365821064982E-5
Bahawalpur,2020-02-03,2.7056742391784864E-5
Sargodha,2020-02-03,3.115872260544482E-5
Sukkur,2020-02-03,3.146222642577983E-5
Larkana,2020-02-03,2.7804773054762253E-5
Lahore,2020-02-04,1.6047617294607936E-4
Karachi,2020-02-04,1.2415180259438093E-4
Islamabad,2020-02-04,
Faisalabad,2020-02-04,
Rawalpindi,2020-02-04,
Multan,2020-02-04,3.091769917584895E-5
Peshawar,2020-02-04,
Gujranwala,2020-02-04,
Quetta,2020-02-04,1.826694561782262E-5
Sialkot,2020-02-04,
Hyderabad,2020-02-04,2.947020682852059E-5
Bahawalpur,2020-02-04,3.2374492559777E-5
Sargodha,2020-02-04,
Sukkur,2020-02-04,2.7888142440743263E-5
Larkana,2020-02-04,2.6155606029928432E-5
Lahore,2020-02-05,9.771301425858499E-5
Karachi,2020-02-05,6.989231855335266E-5
Islamabad,2020-02-05,7.878855042650256E-5
Faisalabad,2020-02-05,4.4031261351001915E-5
Rawalpindi,2020-02-05,8.694742694360365E-5
Multan,2020-02-05,4.4748694724440044E-5
Peshawar,2020-02-05,3.5759785620555475E-5
Gujranwala,2020-02-05,4.2574234429068235E-5
Quetta,2020-02-05,2.0176866754151113E-5
Sialkot,2020-02-05,3.8911846358758374E-5
Hyderabad,2020-02-05,2.5232364673599757E-5
Bahawalpur,2020-02-05,2.9284835895369835E-5
Sargodha,2020-02-05,3.701496177318507E-5
Sukkur,2020-02-05,2.5896220857288882E-5
Larkana,2020-02-05,2.3852995192890954E-5
Lahore,2020-02-06,1.197056842785928E-4
Karachi,2020-02-06,8.039791551987357E-5
Islamabad,2020-02-06,1.2391357752761017E-4
Faisalabad,2020-02-06,4.312168295316056E-5
Rawalpindi,2020-02-06,1.1598754066903814E-4
Multan,2020-02-06,3.8781954322698116E-5
Peshawar,2020-02-06,
Gujranwala,2020-02-06,5.257160313224196E-5
Quetta,2020-02-06,1.4540915877921568E-5
Sialkot,2020-02-06,3.600320903538373E-5
Hyderabad,2020-02-06,4.014693107205635E-5
Bahawalpur,2020-02-06,3.0070855476486628E-5
Sargodha,2020-02-06,2.3377605541099983E-5
Sukkur,2020-02-06,3.255821342885964E-5
Larkana,2020-02-06,2.741584354503112E-5
Lahore,2020-02-07,2.0462408957945994E-4
Karachi,2020-02-07,9.150168425495149E-5
Islamabad,2020-02-07,1.3228351395558064E-4
Faisalabad,2020-02-07,3.771200342882788E-5
Rawalpindi,2020-02-07,1.149615185578466E-4
Multan,2020-02-07,5.526322144738843E-5
Peshawar,2020-02-07,5.1019054020413265E-5
Gujranwala,2020-02-07,3.554764963204219E-5
Quetta,2020-02-07,2.934655161583526E-5
Sialkot,2020-02-07,2.1270540913265294E-5
Hyderabad,2020-02-07,3.0678979729006995E-5
Bahawalpur,2020-02-07,2.6836653626626773E-5
Sargodha,2020-02-07,2.9702878495480304E-5
Sukkur,2020-02-07,3.043164202172158E-5
Larkana,2020-02-07,2.5646202872424306E-5
Lahore,2020-02-08,1.6896168100597811E-4
Karachi,2020-02-08,1.8143504415306472E-4
Islamabad,2020-02-08,1.6041298868069902E-4
Faisalabad,2020-02-08,5.116755252638398E-5
Rawalpindi,2020-02-08,1.796713713361771E-4
Multan,2020-02-08,5.034530027494076E-5
Peshawar,2020-02-08,7.003297611319552E-5
Gujranwala,2020-02-08,5.25045300249435E-5
Quetta,2020-02-08,3.155955288083936E-5
Sialkot,2020-02-08,3.6329000881923356E-5
Hyderabad,2020-02-08,4.073122024318778E-5
Bahawalpur,2020-02-08,2.810948896407374E-5
Sargodha,2020-02-08,3.882883620302656E-5
Sukkur,2020-02-08,2.8968576534190825E-5
Larkana,2020-02-08,2.6129511459059888E-5
Lahore,2020-02-09,1.3841462641645013E-4
Karachi,2020-02-09,1.4866072818407107E-4
Islamabad,2020-02-09,1.7567805915856118E-4
Faisalabad,2020-02-09,5.7232016082879484E-5
Rawalpindi,2020-02-09,2.2719192569172923E-4
Multan,2020-02-09,5.38515439264567E-5
Peshawar,2020-02-09,7.384302091912897E-5
Gujranwala,2020-02-09,8.43365648622057E-5
Quetta,2020-02-09,2.1444316336574167E-5
Sialkot,2020-02-09,5.84612862924847E-5
Hyderabad,2020-02-09,3.964085907710868E-5
Bahawalpur,2020-02-09,2.0795466693431557E-5
Sargodha,2020-02-09,3.8844852013396734E-5
Sukkur,2020-02-09,3.285970267288039E-5
Larkana,2020-02-09,3.184040732979197E-5
Lahore,2020-02-10,2.2158813134463002E-4
Karachi,2020-02-10,9.916121152346565E-5
Islamabad,2020-02-10,1.5161734863474783E-4
Faisalabad,2020-02-10,5.7462776592554166E-5
Rawalpindi,2020-02-10,1.8198350833795388E-4
Multan,2020-02-10,3.866378014953343E-5
Peshawar,2020-02-10,7.581609614765831E-5
Gujranwala,2020-02-10,8.036086819595512E-5
Quetta,2020-02-10,1.2509920611018557E-5
Sialkot,2020-02-10,8.23884533361364E-5
Hyderabad,2020-02-10,2.904154548167358E-5
Bahawalpur,2020-02-10,3.025896065879141E-5
Sargodha,2020-02-10,4.586457181560201E-5
Sukkur,2020-02-10,3.838620779535052E-5
Larkana,2020-02-10,2.9653284429249015E-5
Lahore,2020-02-11,6.698825469628945E-5
Karachi,2020-02-11,1.345545290109078E-4
