city,date,temp_c,wind_ms,precip_mm
Lahore,2019-01-01,12.113402591958447,0.36949110000206997,0.8159838242021641
Karachi,2019-01-01,20.214320019606248,2.1749294552512413,0.0
Islamabad,2019-01-01,10.804938291494864,0.757230368797828,2.918213776071665
Faisalabad,2019-01-01,12.231796242101836,0.34706991736422793,0.34497144013992975
Rawalpindi,2019-01-01,11.079559250940008,0.585467307849209,2.186242413817221
Multan,2019-01-01,14.731341865010393,0.9971841187258224,0.03130795582611356
Peshawar,2019-01-01,11.587030067817125,0.9540164355374493,0.5149749428287747
Gujranwala,2019-01-01,12.09369503688788,0.5329105963582881,1.171008304669094
Quetta,2019-01-01,6.790805976679962,2.263018610096596,4.378418936629991
Sialkot,2019-01-01,11.853132879535963,0.7347561265544099,0.4099264486919611
Hyderabad,2019-01-01,18.811707267826932,1.6676690690859066,0.0
Bahawalpur,2019-01-01,14.706244323237513,1.2288164181963506,0.062864908062656
Sargodha,2019-01-01,11.741147455920554,0.27450438331980115,0.49697370362080673
Sukkur,2019-01-01,16.838744912776747,0.43653432765967426,0.1326757392124477
Larkana,2019-01-01,16.902074119113763,0.6823593645540794,0.0018955933284210134
Lahore,2019-01-02,12.600931769006536,1.114820471829101,0.04146926987119159
Karachi,2019-01-02,21.628456501880237,1.3379695390756199,8.52346317969932E-4
Islamabad,2019-01-02,8.5368058638727,1.4287085654237048,2.254603701886437
Faisalabad,2019-01-02,12.4671605011942,1.6768184841051184,8.52346317969932E-4
Rawalpindi,2019-01-02,9.450132936423472,1.5204921597074756,1.5369093251793597
Multan,2019-01-02,14.372796618450707,1.9493379235800825,8.52346317969932E-4
Peshawar,2019-01-02,11.468514716719369,0.2114740208939344,0.006281089966288328
Gujranwala,2019-01-02,12.10214062439843,1.1394397006913932,0.018718123064733947
Quetta,2019-01-02,6.175491672555097,0.4486891156451718,8.52346317969932E-4
Sialkot,2019-01-02,11.736219136109298,1.3187524984383587,0.33115437067339243
Hyderabad,2019-01-02,19.29624365272025,2.355868720443584,8.52346317969932E-4
Bahawalpur,2019-01-02,14.792876463403786,1.9371398790665912,8.52346317969932E-4
Sargodha,2019-01-02,12.028276749779423,1.0513249395069075,8.52346317969932E-4
Sukkur,2019-01-02,17.444690568100555,1.9400499710834416,8.52346317969932E-4
Larkana,2019-01-02,17.63069796659687,1.3708865145410953,8.52346317969932E-4
Lahore,2019-01-03,12.365492990962935,2.12359955283934,0.0
Karachi,2019-01-03,20.816402247204792,0.6755014499397026,0.0
Islamabad,2019-01-03,7.997067878452185,1.6417831337158264,0.0
Faisalabad,2019-01-03,12.789178754432783,1.2971794602333553,0.0
Rawalpindi,2019-01-03,8.661312695033985,1.8585771974080523,0.0
Multan,2019-01-03,14.516586476632142,1.1585581104507017,0.0
Peshawar,2019-01-03,10.501805692106757,0.8991863360471488,3.04700298315345E-5
Gujranwala,2019-01-03,12.062429391875526,2.435796134091875,0.0
Quetta,2019-01-03,8.845984202779277,0.50514241291049,0.0
Sialkot,2019-01-03,11.332137419114986,2.204094216681971,0.0
Hyderabad,2019-01-03,19.118101573469232,1.7488476958047607,0.0
Bahawalpur,2019-01-03,14.804276911333261,1.1553918901005025,0.0
Sargodha,2019-01-03,12.917252797995843,0.9313611872774378,0.0
Sukkur,2019-01-03,17.13897813208382,2.3992725615887207,0.0
Larkana,2019-01-03,17.198962894553063,1.5616654922109126,0.0
Lahore,2019-01-04,12.693570818803607,0.5679731032968057,1.841789400734462
Karachi,2019-01-04,21.10688073235906,2.1738907544814556,0.0014654569987038897
Islamabad,2019-01-04,9.03031258429769,1.8251241744563655,2.1510835055203086
Faisalabad,2019-01-04,13.85865078428327,0.5686662349123414,0.9917382329572876
Rawalpindi,2019-01-04,9.863995236360438,1.30081107690773,1.4553305882843466
Multan,2019-01-04,15.512383918581236,0.8411749266709324,9.12976249390483E-4
Peshawar,2019-01-04,9.962684598966689,1.7131068355590102,0.6682298768495838
Gujranwala,2019-01-04,12.255351014690007,0.8963349386496134,2.3065255277331502
Quetta,2019-01-04,8.334685162078415,1.9906856810325848,0.21296327800740694
Sialkot,2019-01-04,11.520284684120782,0.8825414137407626,1.0991415166644554
Hyderabad,2019-01-04,19.959841456935806,2.094302893045846,8.52346317969932E-4
Bahawalpur,2019-01-04,14.793750874818727,1.7769763335613498,8.52346317969932E-4
Sargodha,2019-01-04,13.476376745532264,0.5321257384161847,2.4204001690239316
Sukkur,2019-01-04,16.431769951811702,1.4700069480459474,8.52346317969932E-4
