city,date,no2
Larkana,2022-01-12,2.6249004142352825E-5
Lahore,2022-01-13,3.300701275203824E-4
Karachi,2022-01-13,3.1290510753176646E-4
Islamabad,2022-01-13,2.622301351773626E-4
Faisalabad,2022-01-13,1.2375346967272253E-4
Rawalpindi,2022-01-13,2.1626419906450975E-4
Multan,2022-01-13,7.042204953955227E-5
Peshawar,2022-01-13,4.120079796445261E-5
Gujranwala,2022-01-13,9.749685010480887E-5
Quetta,2022-01-13,2.4312105777103385E-5
Sialkot,2022-01-13,7.302241356609305E-5
Hyderabad,2022-01-13,3.410116450552135E-5
Bahawalpur,2022-01-13,4.1189681737726975E-5
Sargodha,2022-01-13,6.945716229890047E-5
Sukkur,2022-01-13,4.0734508294491404E-5
Larkana,2022-01-13,2.3973000361375716E-5
Lahore,2022-01-14,3.290791231448522E-4
Karachi,2022-01-14,1.1026349133651786E-4
Islamabad,2022-01-14,1.931744473885211E-4
Faisalabad,2022-01-14,2.509351084444137E-4
Rawalpindi,2022-01-14,1.7544085748681727E-4
Multan,2022-01-14,8.65884652923539E-5
Peshawar,2022-01-14,4.685775649364832E-5
Gujranwala,2022-01-14,1.33256729829582E-4
Quetta,2022-01-14,2.4120220526569868E-5
Sialkot,2022-01-14,6.392730498133199E-5
Hyderabad,2022-01-14,3.049539289969973E-5
Bahawalpur,2022-01-14,2.929095600728289E-5
Sargodha,2022-01-14,8.010882810239208E-5
Sukkur,2022-01-14,5.121255494249488E-5
Larkana,2022-01-14,2.356359063850323E-5
Lahore,2022-01-15,
Karachi,2022-01-15,1.4346622196128504E-4
Islamabad,2022-01-15,
Faisalabad,2022-01-15,6.108941134211995E-5
Rawalpindi,2022-01-15,
Multan,2022-01-15,7.515900226289369E-5
Peshawar,2022-01-15,
Gujranwala,2022-01-15,
Quetta,2022-01-15,
Sialkot,2022-01-15,
Hyderabad,2022-01-15,3.145400021489484E-5
Bahawalpur,2022-01-15,2.982020262534778E-5
Sargodha,2022-01-15,9.115780999115754E-5
Sukkur,2022-01-15,3.0164800646832735E-5
Larkana,2022-01-15,2.3862896794207257E-5
Lahore,2022-01-16,
Karachi,2022-01-16,1.1404428732593631E-4
Islamabad,2022-01-16,1.1909832628754493E-4
Faisalabad,2022-01-16,
Rawalpindi,2022-01-16,1.137834003224357E-4
Multan,2022-01-16,
Peshawar,2022-01-16,
Gujranwala,2022-01-16,
Quetta,2022-01-16,
Sialkot,2022-01-16,
Hyderabad,2022-01-16,3.464698868985324E-5
Bahawalpur,2022-01-16,2.9290360446358717E-5
Sargodha,2022-01-16,
Sukkur,2022-01-16,3.8221844130737564E-5
Larkana,2022-01-16,3.410451679724443E-5
Lahore,2022-01-17,
Karachi,2022-01-17,2.0030275959666182E-4
Islamabad,2022-01-17,
Faisalabad,2022-01-17,
Rawalpindi,2022-01-17,
Multan,2022-01-17,8.65077630318345E-5
Peshawar,2022-01-17,
Gujranwala,2022-01-17,
Quetta,2022-01-17,
Sialkot,2022-01-17,
Hyderabad,2022-01-17,4.2149796330496816E-5
Bahawalpur,2022-01-17,7.009734762720712E-5
Sargodha,2022-01-17,
Sukkur,2022-01-17,4.0085224842970285E-5
Larkana,2022-01-17,3.4024227734861213E-5
Lahore,2022-01-18,1.9784123732796303E-4
Karachi,2022-01-18,1.5180502932425245E-4
Islamabad,2022-01-18,1.2707841802654782E-4
Faisalabad,2022-01-18,8.49467626958683E-5
Rawalpindi,2022-01-18,1.1805850304135693E-4
Multan,2022-01-18,8.21979666846255E-5
Peshawar,2022-01-18,5.1658552909540613E-5
Gujranwala,2022-01-18,
Quetta,2022-01-18,1.4163067451865809E-5
Sialkot,2022-01-18,
Hyderabad,2022-01-18,3.816845500203826E-5
Bahawalpur,2022-01-18,2.517725245918505E-5
Sargodha,2022-01-18,2.4986037541290946E-5
Sukkur,2022-01-18,3.368846139879515E-5
Larkana,2022-01-18,3.49705054487686E-5
Lahore,2022-01-19,
Karachi,2022-01-19,4.909973485317874E-5
Islamabad,2022-01-19,
Faisalabad,2022-01-19,
Rawalpindi,2022-01-19,
Multan,2022-01-19,3.2975025830855665E-5
Peshawar,2022-01-19,
Gujranwala,2022-01-19,
Quetta,2022-01-19,-1.8915667849878933E-6
Sialkot,2022-01-19,
Hyderabad,2022-01-19,5.171961500296572E-5
Bahawalpur,2022-01-19,2.3794115721247115E-5
Sargodha,2022-01-19,
Sukkur,2022-01-19,2.3492687837386E-5
Larkana,2022-01-19,2.4929029563415092E-5
Lahore,2022-01-20,
Karachi,2022-01-20,6.510079358869871E-5
Islamabad,2022-01-20,1.4435736338023775E-4
Faisalabad,2022-01-20,
Rawalpindi,2022-01-20,1.3921609059226308E-4
Multan,2022-01-20,
Peshawar,2022-01-20,6.128141452542779E-5
Gujranwala,2022-01-20,
Quetta,2022-01-20,1.3980109440042508E-5
Sialkot,2022-01-20,
Hyderabad,2022-01-20,3.704656451507192E-5
Bahawalpur,2022-01-20,2.374380487501247E-5
Sargodha,2022-01-20,
Sukkur,2022-01-20,3.255983623865249E-5
Larkana,2022-01-20,3.150853600118822E-5
Lahore,2022-01-21,
Karachi,2022-01-21,2.7893330195503398E-5
Islamabad,2022-01-21,
Faisalabad,2022-01-21,
Rawalpindi,2022-01-21,
Multan,2022-01-21,
Peshawar,2022-01-21,1.1591118053026224E-4
Gujranwala,2022-01-21,
Quetta,2022-01-21,9.73635189960652E-6
Sialkot,2022-01-21,
Hyderabad,2022-01-21,5.097632635270582E-5
Bahawalpur,2022-01-21,3.810736373341645E-5
Sargodha,2022-01-21,
Sukkur,2022-01-21,3.178411689443035E-5
Larkana,2022-01-21,2.82504884153587E-5
Lahore,2022-01-22,
Karachi,2022-01-22,7.798251474981919E-5
Islamabad,2022-01-22,
Faisalabad,2022-01-22,
Rawalpindi,2022-01-22,
Multan,2022-01-22,
Peshawar,2022-01-22,
Gujranwala,2022-01-22,
Quetta,2022-01-22,7.7410011736921E-6
Sialkot,2022-01-22,
Hyderabad,2022-01-22,3.056788899493292E-5
Bahawalpur,2022-01-22,
Sargodha,2022-01-22,
Sukkur,2022-01-22,2.982596541188884E-5
Larkana,2022-01-22,2.73087017976875E-5
Lahore,2022-01-23,
Karachi,2022-01-23,2.0643472334745758E-4
Islamabad,2022-01-23,
Faisalabad,2022-01-23,
Rawalpindi,2022-01-23,
Multan,2022-01-23,3.0130907383598862E-5
Peshawar,2022-01-23,6.613633412185904E-5
Gujranwala,2022-01-23,
Quetta,2022-01-23,1.4532373303000708E-5
Sialkot,2022-01-23,3.569709606319713E-5
Hyderabad,2022-01-23,4.4815308117295475E-5
Bahawalpur,2022-01-23,2.1447675866544574E-5
Sargodha,2022-01-23,2.545296231614367E-5
Sukkur,2022-01-23,2.951043625093478E-5
Larkana,2022-01-23,2.9847574433734975E-5
Lahore,2022-01-24,1.0115130084946158E-4
Karachi,2022-01-24,3.059395769611176E-4
Islamabad,2022-01-24,1.0598833394191838E-4
Faisalabad,2022-01-24,2.428769985220043E-5
Rawalpindi,2022-01-24,9.496288751277097E-5
Multan,2022-01-24,5.63843349525399E-5
Peshawar,2022-01-24,3.9881361891036174E-5
Gujranwala,2022-01-24,2.6868091196890203E-5
Quetta,2022-01-24,1.2123483681277209E-5
Sialkot,2022-01-24,1.5379404494901393E-5
Hyderabad,2022-01-24,6.0472618410725236E-5
Bahawalpur,2022-01-24,4.7219996775241166E-5
Sargodha,2022-01-24,1.8466160471468486E-5
Sukkur,2022-01-24,3.157541128796934E-5
Larkana,2022-01-24,2.5718052267907613E-5
Lahore,2022-01-25,
Karachi,2022-01-25,2.6933368478297226E-4
Islamabad,2022-01-25,9.077081379917274E-5
Faisalabad,2022-01-25,6.432201490600607E-5
Rawalpindi,2022-01-25,9.60915547877751E-5
Multan,2022-01-25,8.657646317766425E-5
Peshawar,2022-01-25,3.950166740779202E-5
Gujranwala,2022-01-25,4.410394759006504E-5
Quetta,2022-01-25,1.3237278533016247E-5
Sialkot,2022-01-25,4.7449186020002874E-5
Hyderabad,2022-01-25,3.735644407719756E-5
Bahawalpur,2022-01-25,2.370735752580583E-5
Sargodha,2022-01-25,2.522051285909484E-5
Sukkur,2022-01-25,2.9674451256861374E-5
Larkana,2022-01-25,2.1534987409189966E-5
Lahore,2022-01-26,3.4851176009757405E-4
Karachi,2022-01-26,2.096428870279082E-4
Islamabad,2022-01-26,1.093816254279412E-4
Faisalabad,2022-01-26,3.961892265812382E-5
Rawalpindi,2022-01-26,1.0179664353913662E-4
Multan,2022-01-26,5.0328146410953426E-5
Peshawar,2022-01-26,5.310750780932759E-5
Gujranwala,2022-01-26,
Quetta,2022-01-26,8.54738778841109E-6
Sialkot,2022-01-26,2.376760575731251E-5
Hyderabad,2022-01-26,4.033069259514648E-5
Bahawalpur,2022-01-26,2.3837971575874026E-5
Sargodha,2022-01-26,3.0032005007946087E-5
Sukkur,2022-01-26,2.376314057540629E-5
Larkana,2022-01-26,2.1732000116842975E-5
Lahore,2022-01-27,1.9200499724852176E-4
Karachi,2022-01-27,3.4865419398385746E-4
Islamabad,2022-01-27,9.593694646917513E-5
Faisalabad,2022-01-27,4.427226340375564E-5
Rawalpindi,2022-01-27,7.252669400475304E-5
Multan,2022-01-27,2.5780041001982748E-5
Peshawar,2022-01-27,5.491494986603849E-5
Gujranwala,2022-01-27,3.5919637205509555E-5
Quetta,2022-01-27,1.2111984817605206E-5
Sialkot,2022-01-27,4.790425236062532E-5
Hyderabad,2022-01-27,4.221719379354831E-5
Bahawalpur,2022-01-27,1.761774551754698E-5
Sargodha,2022-01-27,3.096218317154539E-5
Sukkur,2022-01-27,4.0052847276982476E-5
Larkana,2022-01-27,2.6615592452775466E-5
Lahore,2022-01-28,1.726970952989594E-4
Karachi,2022-01-28,2.402797286862186E-4
Islamabad,2022-01-28,1.6864002261619617E-4
Faisalabad,2022-01-28,5.074964330442656E-5
Rawalpindi,2022-01-28,1.5576763353407968E-4
Multan,2022-01-28,4.3685727858232635E-5
Peshawar,2022-01-28,6.909364071435585E-5
Gujranwala,2022-01-28,4.366218453590042E-5
Quetta,2022-01-28,2.155295312042753E-5
Sialkot,2022-01-28,4.3747758422681035E-5
Hyderabad,2022-01-28,3.514987840094267E-5
Bahawalpur,2022-01-28,2.8939409332629104E-5
Sargodha,2022-01-28,4.927158854925174E-5
Sukkur,2022-01-28,2.3439156635608378E-5
Larkana,2022-01-28,2.693179538950618E-5
Lahore,2022-01-29,2.961631929233044E-4
Karachi,2022-01-29,1.102026287140305E-4
Islamabad,2022-01-29,1.2883253470950042E-4
Faisalabad,2022-01-29,9.053030302892456E-5
Rawalpindi,2022-01-29,1.19399013728528E-4
Multan,2022-01-29,6.028210443795898E-5
Peshawar,2022-01-29,6.933948365503214E-5
Gujranwala,2022-01-29,6.664961898271821E-5
Quetta,2022-01-29,3.4290598723730254E-5
Sialkot,2022-01-29,6.514098683718894E-5
Hyderabad,2022-01-29,6.804619934538742E-5
Bahawalpur,2022-01-29,3.952993049393352E-5
Sargodha,2022-01-29,6.476585782828094E-5
Sukkur,2022-01-29,3.918577924889351E-5
Larkana,2022-01-29,3.220086109703654E-5
Lahore,2022-01-30,1.450915140934398E-4
Karachi,2022-01-30,5.833678793019224E-5
Islamabad,2022-01-30,
Faisalabad,2022-01-30,8.129498617090821E-5
Rawalpindi,2022-01-30,5.2695995300990554E-5
Multan,2022-01-30,8.670260279992626E-5
Peshawar,2022-01-30,4.5467560099266165E-5
Gujranwala,2022-01-30,4.343319110171729E-5
Quetta,2022-01-30,2.1582583424879254E-5
Sialkot,2022-01-30,6.015807166570041E-5
Hyderabad,2022-01-30,4.5323371285467316E-5
Bahawalpur,2022-01-30,4.023355390340668E-5
Sargodha,2022-01-30,4.579678113801666E-5
Sukkur,2022-01-30,4.739694182445668E-5
Larkana,2022-01-30,3.53682432654636E-5
Lahore,2022-01-31,2.8676604008222973E-4
Karachi,2022-01-31,6.713591568237349E-5
Islamabad,2022-01-31,
Faisalabad,2022-01-31,8.222164941502017E-5
Rawalpindi,2022-01-31,
Multan,2022-01-31,5.415631652877313E-5
Peshawar,2022-01-31,3.94094972344926E-5
Gujranwala,2022-01-31,1.2347199827344115E-4
Quetta,2022-01-31,7.24891088810128E-6
Sialkot,2022-01-31,4.8830835275480975E-5
Hyderabad,2022-01-31,2.5031787021739982E-5
Bahawalpur,2022-01-31,2.966635711659371E-5
Sargodha,2022-01-31,6.255643823807101E-5
Sukkur,2022-01-31,2.7429166414472003E-5
Larkana,2022-01-31,2.1655145823874848E-5
Lahore,2022-02-01,2.2706239871275372E-4
Karachi,2022-02-01,2.688128855865051E-4
Islamabad,2022-02-01,6.947171508286365E-5
Faisalabad,2022-02-01,7.236397427354294E-5
Rawalpindi,2022-02-01,7.363182986472491E-5
Multan,2022-02-01,4.830625202838425E-5
Peshawar,2022-02-01,3.788761609397843E-5
Gujranwala,2022-02-01,6.822004040207038E-5
Quetta,2022-02-01,1.8900663568503106E-5
Sialkot,2022-02-01,4.534438333299271E-5
Hyderabad,2022-02-01,3.5373198599248614E-5
Bahawalpur,2022-02-01,2.656656501122849E-5
Sargodha,2022-02-01,4.202208556939417E-5
Sukkur,2022-02-01,2.312016116665792E-5
Larkana,2022-02-01,2.5950875403490295E-5
Lahore,2022-02-02,1.9652869010396235E-4
Karachi,2022-02-02,4.616741732296749E-5
Islamabad,2022-02-02,
Faisalabad,2022-02-02,7.503105923216675E-5
Rawalpindi,2022-02-02,
Multan,2022-02-02,3.516152229833346E-5
Peshawar,2022-02-02,
Gujranwala,2022-02-02,
Quetta,2022-02-02,1.3252938586131176E-5
Sialkot,2022-02-02,
Hyderabad,2022-02-02,2.3930999972151124E-5
Bahawalpur,2022-02-02,2.4853537847720263E-5
Sargodha,2022-02-02,5.230734999184387E-5
Sukkur,2022-02-02,3.4448792545126E-5
Larkana,2022-02-02,2.641083756839887E-5
Lahore,2022-02-03,
Karachi,2022-02-03,1.2932604365605794E-4
Islamabad,2022-02-03,1.0193837254088731E-4
Faisalabad,2022-02-03,9.6361019803456E-5
Rawalpindi,2022-02-03,8.295070433223095E-5
Multan,2022-02-03,4.311923646850262E-5
Peshawar,2022-02-03,8.609550389455668E-5
Gujranwala,2022-02-03,
Quetta,2022-02-03,1.616403037726942E-5
Sialkot,2022-02-03,
Hyderabad,2022-02-03,3.773373223771791E-5
Bahawalpur,2022-02-03,3.061252272743101E-5
Sargodha,2022-02-03,4.283343045228543E-5
Sukkur,2022-02-03,3.0882280333658204E-5
Larkana,2022-02-03,2.795537347707857E-5
Lahore,2022-02-04,8.490444021387875E-5
Karachi,2022-02-04,1.8151652054754894E-4
Islamabad,2022-02-04,1.229809661431439E-4
Faisalabad,2022-02-04,
Rawalpindi,2022-02-04,9.429428608992752E-5
Multan,2022-02-04,4.310724459029565E-5
Peshawar,2022-02-04,9.145376533016112E-5
Gujranwala,2022-02-04,
Quetta,2022-02-04,8.328274442443664E-6
Sialkot,2022-02-04,3.32925623713441E-5
Hyderabad,2022-02-04,4.2507916439503526E-5
Bahawalpur,2022-02-04,3.167628804821268E-5
Sargodha,2022-02-04,
Sukkur,2022-02-04,3.34022979684991E-5
Larkana,2022-02-04,2.573561713695906E-5
Lahore,2022-02-05,
Karachi,2022-02-05,4.967341474540122E-5
Islamabad,2022-02-05,1.3594952789602432E-4
Faisalabad,2022-02-05,
Rawalpindi,2022-02-05,1.320736030260809E-4
Multan,2022-02-05,
Peshawar,2022-02-05,6.0535789715410946E-5
Gujranwala,2022-02-05,
Quetta,2022-02-05,1.8436025862451847E-5
Sialkot,2022-02-05,3.905859193964842E-5
Hyderabad,2022-02-05,4.595859233702884E-5
Bahawalpur,2022-02-05,4.12475295512793E-5
Sargodha,2022-02-05,
Sukkur,2022-02-05,4.059110756134754E-5
Larkana,2022-02-05,4.493923786300725E-5
Lahore,2022-02-06,1.0611885533281963E-4
Karachi,2022-02-06,4.558444557053885E-5
Islamabad,2022-02-06,
Faisalabad,2022-02-06,1.163598999589605E-4
Rawalpindi,2022-02-06,
Multan,2022-02-06,5.9509323653833506E-5
Peshawar,2022-02-06,5.835875233542842E-5
Gujranwala,2022-02-06,5.5871017558265335E-5
Quetta,2022-02-06,4.5578404959300446E-6
Sialkot,2022-02-06,2.9916155076789605E-5
Hyderabad,2022-02-06,3.878600416107579E-5
Bahawalpur,2022-02-06,2.4633897468866126E-5
Sargodha,2022-02-06,3.554626142013141E-5
Sukkur,2022-02-06,2.9221623545987095E-5
Larkana,2022-02-06,2.4311312594854188E-5
Lahore,2022-02-07,1.0262796086451846E-4
Karachi,2022-02-07,5.6843930653309785E-5
Islamabad,2022-02-07,1.0590758996255171E-4
Faisalabad,2022-02-07,1.0434593847065982E-4
Rawalpindi,2022-02-07,1.1612060326229745E-4
Multan,2022-02-07,3.710259004922186E-5
Peshawar,2022-02-07,3.3901951057837443E-5
Gujranwala,2022-02-07,3.702942148496223E-5
Quetta,2022-02-07,1.799165592192135E-5
Sialkot,2022-02-07,2.3632260853513306E-5
Hyderabad,2022-02-07,3.108967524353275E-5
Bahawalpur,2022-02-07,2.6814352297888773E-5
Sargodha,2022-02-07,3.226233146616111E-5
Sukkur,2022-02-07,2.5828906642939548E-5
Larkana,2022-02-07,2.4533670206430416E-5
Lahore,2022-02-08,1.5273079161406405E-4
Karachi,2022-02-08,3.2215561821962314E-5
Islamabad,2022-02-08,1.0277068978650527E-4
Faisalabad,2022-02-08,7.452282893845419E-5
Rawalpindi,2022-02-08,7.633550566790657E-5
Multan,2022-02-08,4.626420745963745E-5
Peshawar,2022-02-08,3.599691054233484E-5
Gujranwala,2022-02-08,5.0706915236588955E-5
Quetta,2022-02-08,
Sialkot,2022-02-08,2.875916138483854E-5
Hyderabad,2022-02-08,6.879302207783984E-5
Bahawalpur,2022-02-08,
Sargodha,2022-02-08,3.638835758632776E-5
Sukkur,2022-02-08,3.703938077962293E-5
Larkana,2022-02-08,2.650971463778525E-5
Lahore,2022-02-09,3.413915808885175E-4
Karachi,2022-02-09,1.7541873019693687E-4
Islamabad,2022-02-09,9.27726397816077E-5
Faisalabad,2022-02-09,1.0148824363610021E-4
Rawalpindi,2022-02-09,9.91241224280983E-5
Multan,2022-02-09,4.054359673265456E-5
Peshawar,2022-02-09,5.1473716758427526E-5
Gujranwala,2022-02-09,2.734541210851382E-5
Quetta,2022-02-09,1.0040333947925018E-5
Sialkot,2022-02-09,1.117065089789241E-5
Hyderabad,2022-02-09,3.495831655162445E-5
Bahawalpur,2022-02-09,3.058945134141713E-5
Sargodha,2022-02-09,4.124657841367494E-5
Sukkur,2022-02-09,2.145842309409582E-5
Larkana,2022-02-09,1.7720795451955928E-5
Lahore,2022-02-10,1.8330876936560839E-4
Karachi,2022-02-10,1.701455685246768E-4
Islamabad,2022-02-10,8.164869842347906E-5
Faisalabad,2022-02-10,9.66857484044513E-5
Rawalpindi,2022-02-10,7.630505926383288E-5
Multan,2022-02-10,5.186080781154555E-5
Peshawar,2022-02-10,4.434093904852438E-5
Gujranwala,2022-02-10,4.6505699673218854E-5
Quetta,2022-02-10,1.2968359327246265E-5
Sialkot,2022-02-10,3.276656119985811E-5
Hyderabad,2022-02-10,2.9871861014978634E-5
Bahawalpur,2022-02-10,2.5892462814567647E-5
Sargodha,2022-02-10,4.9069602509764086E-5
Sukkur,2022-02-10,3.492544362787307E-5
Larkana,2022-02-10,1.9147736746201954E-5
Lahore,2022-02-11,1.528466266064314E-4
Karachi,2022-02-11,2.974660610360623E-4
Islamabad,2022-02-11,1.1292783263472083E-4
Faisalabad,2022-02-11,5.3869570377729045E-5
Rawalpindi,2022-02-11,1.1314066839316336E-4
Multan,2022-02-11,5.859599252118356E-5
Peshawar,2022-02-11,4.728790112556389E-5
Gujranwala,2022-02-11,4.142062413300531E-5
Quetta,2022-02-11,1.3817321913477894E-5
Sialkot,2022-02-11,4.487967017834469E-5
Hyderabad,2022-02-11,2.806499401011004E-5
Bahawalpur,2022-02-11,2.8862214444323033E-5
Sargodha,2022-02-11,4.2808542640385196E-5
Sukkur,2022-02-11,2.342024902802691E-5
Larkana,2022-02-11,1.7001088877999977E-5
Lahore,2022-02-12,2.622889356422762E-4
Karachi,2022-02-12,1.0430242739869035E-4
Islamabad,2022-02-12,1.9783813419460252E-4
Faisalabad,2022-02-12,7.167825012242135E-5
Rawalpindi,2022-02-12,1.9195181164655917E-4
