city,date,pm25
Lahore,2024-01-01,183.05890720080825
Karachi,2024-01-01,47.51074733633232
Islamabad,2024-01-01,40.863250185164446
Faisalabad,2024-01-01,186.50894872962454
Rawalpindi,2024-01-01,42.51465852010029
Multan,2024-01-01,164.95476378951014
Peshawar,2024-01-01,23.844822542399648
Gujranwala,2024-01-01,145.03975737921874
Quetta,2024-01-01,15.725840859400266
Sialkot,2024-01-01,142.06328174407892
Hyderabad,2024-01-01,45.51897659842394
Bahawalpur,2024-01-01,121.21002608511725
Sargodha,2024-01-01,124.81262160933599
Sukkur,2024-01-01,86.77134439094274
Larkana,2024-01-01,99.87635173948388
Lahore,2024-01-02,176.4504693848457
Karachi,2024-01-02,46.513479956544764
Islamabad,2024-01-02,44.08193060371522
Faisalabad,2024-01-02,163.60070549563508
Rawalpindi,2024-01-02,45.92472102698013
Multan,2024-01-02,132.681617043547
Peshawar,2024-01-02,24.993915104243314
Gujranwala,2024-01-02,148.15447879913256
Quetta,2024-01-02,13.560529955641258
Sialkot,2024-01-02,147.7990827699606
Hyderabad,2024-01-02,46.24788829833244
Bahawalpur,2024-01-02,93.61222950133715
Sargodha,2024-01-02,121.98386179605214
Sukkur,2024-01-02,83.10246914210383
Larkana,2024-01-02,98.79930894202799
Lahore,2024-01-03,211.13177889378872
Karachi,2024-01-03,38.007546238488366
Islamabad,2024-01-03,54.44181262926661
Faisalabad,2024-01-03,202.63196850359796
Rawalpindi,2024-01-03,57.00173155895957
Multan,2024-01-03,137.0035871656457
Peshawar,2024-01-03,32.37983248934503
Gujranwala,2024-01-03,158.19500620379944
Quetta,2024-01-03,16.529488123079116
Sialkot,2024-01-03,136.76504500781692
Hyderabad,2024-01-03,38.9874827966941
Bahawalpur,2024-01-03,90.20922870187036
Sargodha,2024-01-03,162.12968812124797
Sukkur,2024-01-03,53.00206190163881
Larkana,2024-01-03,81.60720487546456
Lahore,2024-01-04,213.18426976620717
Karachi,2024-01-04,36.467567410269915
Islamabad,2024-01-04,58.97804022199193
Faisalabad,2024-01-04,204.90512042670164
Rawalpindi,2024-01-04,61.271705304226785
Multan,2024-01-04,178.38761607690932
Peshawar,2024-01-04,31.11251910177989
Gujranwala,2024-01-04,145.20688481574643
Quetta,2024-01-04,20.82659513046659
Sialkot,2024-01-04,133.56079255349346
Hyderabad,2024-01-04,37.992815287147394
Bahawalpur,2024-01-04,120.46994508204054
Sargodha,2024-01-04,141.655642475295
Sukkur,2024-01-04,62.244290822855376
