city,date,no2
Islamabad,2024-03-24,6.943071296204924E-5
Faisalabad,2024-03-24,4.8274558391765375E-5
Rawalpindi,2024-03-24,7.203861181781876E-5
Multan,2024-03-24,3.1300547675928556E-5
Peshawar,2024-03-24,4.1939780155144736E-5
Gujranwala,2024-03-24,5.3324649474276815E-5
Quetta,2024-03-24,2.2731092390534855E-5
Sialkot,2024-03-24,4.171444316918816E-5
Hyderabad,2024-03-24,3.9885957640643246E-5
Bahawalpur,2024-03-24,2.9574214141669727E-5
Sargodha,2024-03-24,4.537362709588265E-5
Sukkur,2024-03-24,3.7259398500548874E-5
Larkana,2024-03-24,3.5778614770708036E-5
Lahore,2024-03-25,6.86488956200892E-5
Karachi,2024-03-25,5.1565188754905435E-5
Islamabad,2024-03-25,5.032735687819322E-5
Faisalabad,2024-03-25,5.934015083348648E-5
Rawalpindi,2024-03-25,5.366015072368836E-5
Multan,2024-03-25,4.373701837242078E-5
Peshawar,2024-03-25,3.641985090348806E-5
Gujranwala,2024-03-25,3.105709087603737E-5
Quetta,2024-03-25,1.5994953292776318E-5
Sialkot,2024-03-25,3.698013397820925E-5
Hyderabad,2024-03-25,2.8022447857336933E-5
Bahawalpur,2024-03-25,2.5913036016233826E-5
Sargodha,2024-03-25,3.209430261801078E-5
Sukkur,2024-03-25,1.7366095832133268E-5
Larkana,2024-03-25,1.9861654121339107E-5
Lahore,2024-03-26,
Karachi,2024-03-26,3.83154160245564E-5
Islamabad,2024-03-26,
Faisalabad,2024-03-26,4.647765872583091E-5
Rawalpindi,2024-03-26,
Multan,2024-03-26,3.0280547982887014E-5
Peshawar,2024-03-26,
Gujranwala,2024-03-26,
Quetta,2024-03-26,4.592883707386335E-6
Sialkot,2024-03-26,
Hyderabad,2024-03-26,2.7596046137915023E-5
Bahawalpur,2024-03-26,1.1929979199364536E-5
Sargodha,2024-03-26,
Sukkur,2024-03-26,2.109044067199894E-5
Larkana,2024-03-26,1.2911217658999203E-5
Lahore,2024-03-27,
Karachi,2024-03-27,3.216533852092159E-5
Islamabad,2024-03-27,
Faisalabad,2024-03-27,
Rawalpindi,2024-03-27,
Multan,2024-03-27,3.5434543454234664E-5
Peshawar,2024-03-27,
Gujranwala,2024-03-27,
Quetta,2024-03-27,
Sialkot,2024-03-27,
Hyderabad,2024-03-27,2.449966664069174E-5
Bahawalpur,2024-03-27,3.8655562286227936E-5
Sargodha,2024-03-27,2.8720004029014613E-5
Sukkur,2024-03-27,1.5075324440372148E-5
Larkana,2024-03-27,1.9377738859168266E-5
Lahore,2024-03-28,
Karachi,2024-03-28,4.926322192385319E-5
Islamabad,2024-03-28,
Faisalabad,2024-03-28,
Rawalpindi,2024-03-28,
Multan,2024-03-28,
Peshawar,2024-03-28,9.029754044811353E-6
Gujranwala,2024-03-28,
Quetta,2024-03-28,1.696783943492517E-5
Sialkot,2024-03-28,
Hyderabad,2024-03-28,3.400685358309332E-5
Bahawalpur,2024-03-28,
Sargodha,2024-03-28,
Sukkur,2024-03-28,2.908745004447209E-5
Larkana,2024-03-28,2.413431410091743E-5
Lahore,2024-03-29,4.0199754921383936E-5
Karachi,2024-03-29,3.2098084431572265E-5
Islamabad,2024-03-29,3.398651082407785E-5
Faisalabad,2024-03-29,5.4256889223166255E-5
Rawalpindi,2024-03-29,3.3585231731359156E-5
Multan,2024-03-29,3.080705174229312E-5
Peshawar,2024-03-29,3.545358170868821E-5
Gujranwala,2024-03-29,1.8555450076677693E-5
Quetta,2024-03-29,7.3840199357988155E-6
Sialkot,2024-03-29,1.802490955171118E-5
Hyderabad,2024-03-29,2.77749472299746E-5
Bahawalpur,2024-03-29,1.7892109953249624E-5
Sargodha,2024-03-29,7.408666501809994E-6
Sukkur,2024-03-29,2.1620788005023724E-5
Larkana,2024-03-29,1.1943460796012308E-5
Lahore,2024-03-30,4.075406457277417E-5
Karachi,2024-03-30,2.9672369684537417E-5
Islamabad,2024-03-30,2.5758321559523942E-5
Faisalabad,2024-03-30,3.430887198220065E-5
Rawalpindi,2024-03-30,2.098242483116112E-5
Multan,2024-03-30,3.5508924722020886E-5
Peshawar,2024-03-30,2.059439355959657E-5
Gujranwala,2024-03-30,3.090704673924962E-5
Quetta,2024-03-30,1.3974550328901785E-5
Sialkot,2024-03-30,2.3990123893641476E-5
Hyderabad,2024-03-30,2.445098217227257E-5
Bahawalpur,2024-03-30,2.8497742560923136E-5
Sargodha,2024-03-30,1.979595234088865E-5
Sukkur,2024-03-30,2.8192080502385174E-5
Larkana,2024-03-30,2.2382782729796932E-5
Lahore,2024-03-31,4.212694712077435E-5
Karachi,2024-03-31,8.3749736464347E-5
Islamabad,2024-03-31,5.961053109883424E-5
Faisalabad,2024-03-31,3.160863359930491E-5
Rawalpindi,2024-03-31,5.268051788146747E-5
Multan,2024-03-31,3.410295413279296E-5
Peshawar,2024-03-31,2.0952541036300974E-5
Gujranwala,2024-03-31,2.1326233346832185E-5
Quetta,2024-03-31,1.1165176781024024E-5
Sialkot,2024-03-31,1.8585500109187277E-5
Hyderabad,2024-03-31,3.581172623978739E-5
Bahawalpur,2024-03-31,3.0445066682656258E-5
Sargodha,2024-03-31,2.162308117281053E-5
Sukkur,2024-03-31,3.3619316881932415E-5
Larkana,2024-03-31,3.9677119660968444E-5
Lahore,2024-04-01,6.840591092220074E-5
Karachi,2024-04-01,5.3828964342168694E-5
Islamabad,2024-04-01,6.560860413093205E-5
Faisalabad,2024-04-01,3.5717336907438834E-5
Rawalpindi,2024-04-01,4.933772952855576E-5
Multan,2024-04-01,4.0334819706537304E-5
Peshawar,2024-04-01,2.755423374552771E-5
Gujranwala,2024-04-01,2.6937650795317003E-5
Quetta,2024-04-01,1.2611204769675501E-5
Sialkot,2024-04-01,2.267470035409175E-5
Hyderabad,2024-04-01,3.5947323508653344E-5
Bahawalpur,2024-04-01,2.716023511553561E-5
Sargodha,2024-04-01,3.0958246861477566E-5
Sukkur,2024-04-01,3.1982333821616196E-5
Larkana,2024-04-01,3.1006971325761645E-5
Lahore,2024-04-02,9.659039335012815E-5
Karachi,2024-04-02,2.6383087216036505E-5
Islamabad,2024-04-02,7.330833096192647E-5
Faisalabad,2024-04-02,6.288265336974471E-5
Rawalpindi,2024-04-02,6.394729372184626E-5
Multan,2024-04-02,4.4996491011660714E-5
Peshawar,2024-04-02,3.965247371526922E-5
Gujranwala,2024-04-02,4.304638399457999E-5
Quetta,2024-04-02,1.3227421157245384E-5
Sialkot,2024-04-02,3.24545482771703E-5
Hyderabad,2024-04-02,3.3935805983010814E-5
Bahawalpur,2024-04-02,3.8535301812578364E-5
Sargodha,2024-04-02,4.4874327188493324E-5
Sukkur,2024-04-02,4.578492217952505E-5
Larkana,2024-04-02,4.109289659212969E-5
Lahore,2024-04-03,8.020501903291122E-5
Karachi,2024-04-03,2.6272426974820658E-5
Islamabad,2024-04-03,4.513658898129893E-5
Faisalabad,2024-04-03,6.144291843204779E-5
Rawalpindi,2024-04-03,4.756773419879462E-5
Multan,2024-04-03,5.1933624898714736E-5
Peshawar,2024-04-03,2.3815577742537277E-5
Gujranwala,2024-04-03,4.3763654181134076E-5
Quetta,2024-04-03,2.0822988681608776E-5
Sialkot,2024-04-03,2.5944493616986046E-5
Hyderabad,2024-04-03,
Bahawalpur,2024-04-03,3.85833986427168E-5
Sargodha,2024-04-03,4.827434232256219E-5
Sukkur,2024-04-03,3.0448317350105332E-5
Larkana,2024-04-03,
Lahore,2024-04-04,6.105194988541683E-5
Karachi,2024-04-04,2.71805025516227E-5
Islamabad,2024-04-04,
Faisalabad,2024-04-04,3.973313337876019E-5
Rawalpindi,2024-04-04,
Multan,2024-04-04,3.464741468768211E-5
Peshawar,2024-04-04,
Gujranwala,2024-04-04,3.5479439865761155E-5
Quetta,2024-04-04,7.457263446454473E-6
Sialkot,2024-04-04,2.9445725753798377E-5
Hyderabad,2024-04-04,4.4005413733705264E-5
Bahawalpur,2024-04-04,4.5457108263878414E-5
Sargodha,2024-04-04,2.721356343845392E-5
Sukkur,2024-04-04,5.196477122237711E-5
Larkana,2024-04-04,5.092111520283902E-5
Lahore,2024-04-05,5.761105627028561E-5
Karachi,2024-04-05,2.4625173218833942E-5
Islamabad,2024-04-05,4.3197884734437716E-5
Faisalabad,2024-04-05,3.641359829125457E-5
Rawalpindi,2024-04-05,4.37492917954434E-5
Multan,2024-04-05,3.796242232969332E-5
Peshawar,2024-04-05,2.2623602798866443E-5
Gujranwala,2024-04-05,2.399367228681929E-5
Quetta,2024-04-05,1.3624840572164201E-5
Sialkot,2024-04-05,1.904921199961521E-5
Hyderabad,2024-04-05,3.2511866633164565E-5
Bahawalpur,2024-04-05,3.7476115139474186E-5
Sargodha,2024-04-05,2.932332671871574E-5
Sukkur,2024-04-05,3.893367769505922E-5
Larkana,2024-04-05,3.220960338809038E-5
Lahore,2024-04-06,6.000443501387119E-5
Karachi,2024-04-06,3.1589239181569284E-5
Islamabad,2024-04-06,4.769405426639685E-5
Faisalabad,2024-04-06,4.843603258215286E-5
Rawalpindi,2024-04-06,4.564842299669774E-5
Multan,2024-04-06,4.5504793373258085E-5
Peshawar,2024-04-06,2.8902025686566137E-5
Gujranwala,2024-04-06,2.756931139401418E-5
Quetta,2024-04-06,1.7560608853775266E-5
Sialkot,2024-04-06,2.5694355465523127E-5
Hyderabad,2024-04-06,4.140111887899893E-5
Bahawalpur,2024-04-06,3.0254537567045466E-5
Sargodha,2024-04-06,2.964142486141097E-5
Sukkur,2024-04-06,3.407927193492563E-5
Larkana,2024-04-06,3.418079557157938E-5
Lahore,2024-04-07,5.2994951677056876E-5
Karachi,2024-04-07,3.4794293323360216E-5
Islamabad,2024-04-07,4.5066830470191806E-5
Faisalabad,2024-04-07,4.812239734278288E-5
Rawalpindi,2024-04-07,4.834568432414039E-5
Multan,2024-04-07,4.137991175880169E-5
Peshawar,2024-04-07,3.2536207031098795E-5
Gujranwala,2024-04-07,2.5855433801211575E-5
Quetta,2024-04-07,1.7306013275978366E-5
Sialkot,2024-04-07,2.2366299544981473E-5
Hyderabad,2024-04-07,4.41435964478651E-5
Bahawalpur,2024-04-07,3.379916164896316E-5
Sargodha,2024-04-07,3.885494546226073E-5
Sukkur,2024-04-07,3.151874898314797E-5
Larkana,2024-04-07,3.13371756458462E-5
Lahore,2024-04-08,7.80836543440817E-5
Karachi,2024-04-08,4.41240970008092E-5
Islamabad,2024-04-08,6.366464857764907E-5
Faisalabad,2024-04-08,7.07557811337487E-5
Rawalpindi,2024-04-08,5.323169306267431E-5
Multan,2024-04-08,6.025273761103555E-5
Peshawar,2024-04-08,3.657847906534684E-5
Gujranwala,2024-04-08,3.895248821818981E-5
Quetta,2024-04-08,8.375906822474989E-6
Sialkot,2024-04-08,2.730584148608337E-5
Hyderabad,2024-04-08,3.5988844724307845E-5
Bahawalpur,2024-04-08,3.639619764758314E-5
Sargodha,2024-04-08,4.2748857833947266E-5
Sukkur,2024-04-08,3.496785287498406E-5
Larkana,2024-04-08,3.371893254499626E-5
Lahore,2024-04-09,7.223166662655362E-5
Karachi,2024-04-09,3.241971308546102E-5
Islamabad,2024-04-09,5.6635086643593026E-5
Faisalabad,2024-04-09,6.63597405190307E-5
Rawalpindi,2024-04-09,4.7930718983185776E-5
Multan,2024-04-09,4.533417195377838E-5
Peshawar,2024-04-09,3.23635420840703E-5
Gujranwala,2024-04-09,4.105570716216142E-5
Quetta,2024-04-09,1.84611132137559E-5
Sialkot,2024-04-09,2.867347803222659E-5
Hyderabad,2024-04-09,3.151381085358841E-5
Bahawalpur,2024-04-09,3.813248441460379E-5
Sargodha,2024-04-09,3.092161031685818E-5
Sukkur,2024-04-09,4.679039271485E-5
Larkana,2024-04-09,4.849844597024949E-5
Lahore,2024-04-10,4.4141201871199E-5
Karachi,2024-04-10,1.7785645024555012E-5
Islamabad,2024-04-10,2.3863400481519493E-5
Faisalabad,2024-04-10,4.825877669195754E-5
Rawalpindi,2024-04-10,3.078213166253792E-5
Multan,2024-04-10,3.8804851414593555E-5
Peshawar,2024-04-10,2.616483184700115E-5
Gujranwala,2024-04-10,
Quetta,2024-04-10,9.433429468075773E-6
Sialkot,2024-04-10,
Hyderabad,2024-04-10,2.4792238618017678E-5
Bahawalpur,2024-04-10,3.3141298008959124E-5
Sargodha,2024-04-10,2.6411884034201754E-5
Sukkur,2024-04-10,3.095498583317585E-5
Larkana,2024-04-10,3.2370922310679975E-5
Lahore,2024-04-11,3.1824720497373256E-5
Karachi,2024-04-11,2.4958656015982748E-5
Islamabad,2024-04-11,3.1540741967958305E-5
Faisalabad,2024-04-11,3.256387569028908E-5
Rawalpindi,2024-04-11,2.847584774420374E-5
Multan,2024-04-11,4.354888750513773E-5
Peshawar,2024-04-11,2.2677969249576378E-5
Gujranwala,2024-04-11,2.3434567863868104E-5
Quetta,2024-04-11,5.018040649497146E-6
Sialkot,2024-04-11,2.220126150089148E-5
Hyderabad,2024-04-11,2.6316532823600396E-5
Bahawalpur,2024-04-11,3.128978769042288E-5
Sargodha,2024-04-11,2.2748436450485605E-5
Sukkur,2024-04-11,3.827655819492047E-5
Larkana,2024-04-11,3.686979475048901E-5
Lahore,2024-04-12,3.233694004992962E-5
Karachi,2024-04-12,2.042937265330308E-5
Islamabad,2024-04-12,2.834634599347053E-5
Faisalabad,2024-04-12,2.580689337293201E-5
Rawalpindi,2024-04-12,3.1950370059345584E-5
Multan,2024-04-12,4.322811332021109E-5
Peshawar,2024-04-12,
Gujranwala,2024-04-12,1.9372065112004696E-5
Quetta,2024-04-12,1.2219577270437723E-5
Sialkot,2024-04-12,9.264791295908516E-6
Hyderabad,2024-04-12,2.4845828126633545E-5
Bahawalpur,2024-04-12,3.737893835496264E-5
Sargodha,2024-04-12,5.951502312907682E-6
Sukkur,2024-04-12,3.401675222327734E-5
Larkana,2024-04-12,2.9995616244873835E-5
Lahore,2024-04-13,
Karachi,2024-04-13,
Islamabad,2024-04-13,
Faisalabad,2024-04-13,
Rawalpindi,2024-04-13,
Multan,2024-04-13,
Peshawar,2024-04-13,
Gujranwala,2024-04-13,
Quetta,2024-04-13,7.61179289933008E-6
Sialkot,2024-04-13,
Hyderabad,2024-04-13,1.250273342503108E-5
Bahawalpur,2024-04-13,
Sargodha,2024-04-13,
Sukkur,2024-04-13,3.915553651542983E-5
Larkana,2024-04-13,2.4737001132389755E-5
Lahore,2024-04-14,
Karachi,2024-04-14,
Islamabad,2024-04-14,
Faisalabad,2024-04-14,
Rawalpindi,2024-04-14,
Multan,2024-04-14,
Peshawar,2024-04-14,
Gujranwala,2024-04-14,
Quetta,2024-04-14,
Sialkot,2024-04-14,
Hyderabad,2024-04-14,
Bahawalpur,2024-04-14,
Sargodha,2024-04-14,
Sukkur,2024-04-14,
Larkana,2024-04-14,
Lahore,2024-04-15,6.787166330278221E-5
Karachi,2024-04-15,3.559001141572642E-5
Islamabad,2024-04-15,
Faisalabad,2024-04-15,5.250939946202288E-5
Rawalpindi,2024-04-15,
Multan,2024-04-15,4.9061764850628467E-5
Peshawar,2024-04-15,
Gujranwala,2024-04-15,
Quetta,2024-04-15,1.8088923176267812E-5
Sialkot,2024-04-15,
Hyderabad,2024-04-15,
Bahawalpur,2024-04-15,3.596781915584039E-5
Sargodha,2024-04-15,
Sukkur,2024-04-15,2.9907292950700326E-5
Larkana,2024-04-15,3.317974733114767E-5
Lahore,2024-04-16,6.765466369524492E-5
Karachi,2024-04-16,1.0232325300972053E-4
Islamabad,2024-04-16,5.936534682466188E-5
Faisalabad,2024-04-16,5.536423240697226E-5
Rawalpindi,2024-04-16,6.032146467737974E-5
Multan,2024-04-16,6.099087815145994E-5
Peshawar,2024-04-16,4.416889759644792E-5
Gujranwala,2024-04-16,4.6528992962024466E-5
Quetta,2024-04-16,2.6349161474921194E-5
Sialkot,2024-04-16,3.9603444543611076E-5
Hyderabad,2024-04-16,5.415559095096602E-5
Bahawalpur,2024-04-16,6.1459874097966E-5
Sargodha,2024-04-16,4.6080850987461385E-5
Sukkur,2024-04-16,3.551478638662616E-5
Larkana,2024-04-16,5.2268399741888484E-5
Lahore,2024-04-17,7.274681757662085E-5
Karachi,2024-04-17,9.983215852866074E-5
Islamabad,2024-04-17,6.61348744551142E-5
Faisalabad,2024-04-17,3.664149520589625E-5
Rawalpindi,2024-04-17,5.547111655698066E-5
Multan,2024-04-17,
Peshawar,2024-04-17,2.9158371999128087E-5
Gujranwala,2024-04-17,3.60378442692484E-5
Quetta,2024-04-17,
Sialkot,2024-04-17,2.8943560133538623E-5
Hyderabad,2024-04-17,4.826263725822496E-5
Bahawalpur,2024-04-17,
Sargodha,2024-04-17,3.461717624192993E-5
Sukkur,2024-04-17,
Larkana,2024-04-17,
Lahore,2024-04-18,3.286952149749508E-5
Karachi,2024-04-18,9.522135073960663E-7
Islamabad,2024-04-18,
Faisalabad,2024-04-18,2.4127826187267107E-5
Rawalpindi,2024-04-18,2.3323581919867097E-5
Multan,2024-04-18,4.9297186454114226E-5
Peshawar,2024-04-18,
Gujranwala,2024-04-18,2.8455425648158885E-5
Quetta,2024-04-18,9.753355383914718E-6
Sialkot,2024-04-18,2.978616416713599E-5
Hyderabad,2024-04-18,3.220482420395419E-5
Bahawalpur,2024-04-18,3.282906023932566E-5
Sargodha,2024-04-18,2.1499931557405917E-5
Sukkur,2024-04-18,2.928772165049145E-5
Larkana,2024-04-18,3.625007038686788E-5
Lahore,2024-04-19,4.3151223342493805E-5
Karachi,2024-04-19,2.191555962914717E-5
Islamabad,2024-04-19,
Faisalabad,2024-04-19,
Rawalpindi,2024-04-19,
Multan,2024-04-19,2.8091493509869542E-5
Peshawar,2024-04-19,
Gujranwala,2024-04-19,
Quetta,2024-04-19,-9.103590034025734E-7
Sialkot,2024-04-19,1.808408830218121E-5
Hyderabad,2024-04-19,1.9583896663158045E-5
Bahawalpur,2024-04-19,2.5786421893899773E-5
Sargodha,2024-04-19,
Sukkur,2024-04-19,2.3877055902165836E-5
Larkana,2024-04-19,2.9453288153790624E-5
Lahore,2024-04-20,5.507105924801169E-5
Karachi,2024-04-20,2.6587943358445283E-5
Islamabad,2024-04-20,4.734356175501215E-5
Faisalabad,2024-04-20,2.4988859094864568E-5
Rawalpindi,2024-04-20,4.481889942880937E-5
Multan,2024-04-20,2.6961519289164873E-5
Peshawar,2024-04-20,1.60007170934709E-5
Gujranwala,2024-04-20,3.135595114618217E-5
Quetta,2024-04-20,7.486802321662815E-6
Sialkot,2024-04-20,2.522407428457603E-5
Hyderabad,2024-04-20,2.5316699130584818E-5
Bahawalpur,2024-04-20,3.165738709534448E-5
Sargodha,2024-04-20,8.764089742041328E-6
Sukkur,2024-04-20,2.5277496312174757E-5
Larkana,2024-04-20,2.5345280397991425E-5
Lahore,2024-04-21,5.39285954629379E-5
Karachi,2024-04-21,2.659210493072233E-5
Islamabad,2024-04-21,3.899195708832397E-5
Faisalabad,2024-04-21,3.968399529735715E-5
Rawalpindi,2024-04-21,3.7905020270633456E-5
Multan,2024-04-21,4.009884919648923E-5
Peshawar,2024-04-21,2.2024942810153995E-5
Gujranwala,2024-04-21,3.654189238378201E-5
Quetta,2024-04-21,1.1998844021658334E-5
Sialkot,2024-04-21,2.8578554988301145E-5
Hyderabad,2024-04-21,3.6772483147992384E-5
Bahawalpur,2024-04-21,3.2133818545079474E-5
Sargodha,2024-04-21,2.9501151382724465E-5
Sukkur,2024-04-21,3.033346645825329E-5
Larkana,2024-04-21,3.5289193179819574E-5
Lahore,2024-04-22,6.635715254004958E-5
Karachi,2024-04-22,3.5031682063262285E-5
Islamabad,2024-04-22,7.18529836117161E-5
Faisalabad,2024-04-22,4.781442689944344E-5
Rawalpindi,2024-04-22,7.415248318626717E-5
Multan,2024-04-22,5.354160590385723E-5
Peshawar,2024-04-22,4.1639685210975456E-5
Gujranwala,2024-04-22,3.0063597600209366E-5
Quetta,2024-04-22,1.951265075690431E-5
Sialkot,2024-04-22,2.9222751525184083E-5
Hyderabad,2024-04-22,3.079252161535797E-5
Bahawalpur,2024-04-22,4.3877365633845344E-5
Sargodha,2024-04-22,2.585924435535983E-5
Sukkur,2024-04-22,4.0543330082202695E-5
Larkana,2024-04-22,4.309301913713961E-5
Lahore,2024-04-23,6.850447326691294E-5
Karachi,2024-04-23,3.191944664608861E-5
Islamabad,2024-04-23,6.750845242709479E-5
Faisalabad,2024-04-23,6.090887200055973E-5
Rawalpindi,2024-04-23,6.253817671031071E-5
Multan,2024-04-23,5.8138536185695125E-5
Peshawar,2024-04-23,3.658277529949515E-5
Gujranwala,2024-04-23,
Quetta,2024-04-23,2.243479120002445E-5
Sialkot,2024-04-23,3.402129310393379E-5
Hyderabad,2024-04-23,3.815185652708499E-5
Bahawalpur,2024-04-23,5.684352233763798E-5
Sargodha,2024-04-23,3.8376355450374504E-5
Sukkur,2024-04-23,3.540654845805469E-5
Larkana,2024-04-23,4.221863840868712E-5
Lahore,2024-04-24,7.307708313686169E-5
Karachi,2024-04-24,3.918602514077722E-5
Islamabad,2024-04-24,5.102259992577493E-5
Faisalabad,2024-04-24,7.347893200943273E-5
Rawalpindi,2024-04-24,5.213322462087708E-5
Multan,2024-04-24,6.363387168978411E-5
Peshawar,2024-04-24,5.0483635116535404E-5
Gujranwala,2024-04-24,4.54942890915768E-5
Quetta,2024-04-24,1.4424616253729739E-5
Sialkot,2024-04-24,3.5727268905431266E-5
Hyderabad,2024-04-24,4.0252344645176086E-5
Bahawalpur,2024-04-24,5.256780530420182E-5
Sargodha,2024-04-24,3.6420479048883224E-5
Sukkur,2024-04-24,3.292735958455351E-5
Larkana,2024-04-24,3.796873531844804E-5
Lahore,2024-04-25,8.772629988179583E-5
Karachi,2024-04-25,2.76503090000364E-5
Islamabad,2024-04-25,4.783288656836179E-5
Faisalabad,2024-04-25,7.250299347894007E-5
Rawalpindi,2024-04-25,5.111485815675472E-5
Multan,2024-04-25,5.086375819853612E-5
Peshawar,2024-04-25,3.8041450116674636E-5
Gujranwala,2024-04-25,4.4107068343879204E-5
Quetta,2024-04-25,7.383112944358563E-6
Sialkot,2024-04-25,3.285168884657289E-5
Hyderabad,2024-04-25,3.7877200576270135E-5
Bahawalpur,2024-04-25,4.550317135189804E-5
Sargodha,2024-04-25,4.1709014727255185E-5
Sukkur,2024-04-25,3.3971109436499275E-5
Larkana,2024-04-25,3.3198663149577646E-5
Lahore,2024-04-26,8.251566488519225E-5
Karachi,2024-04-26,2.674412701704087E-5
Islamabad,2024-04-26,
Faisalabad,2024-04-26,
Rawalpindi,2024-04-26,
Multan,2024-04-26,3.979183426796522E-5
Peshawar,2024-04-26,
Gujranwala,2024-04-26,
Quetta,2024-04-26,
Sialkot,2024-04-26,
Hyderabad,2024-04-26,2.1501666184042012E-5
Bahawalpur,2024-04-26,5.124994554934729E-5
Sargodha,2024-04-26,
Sukkur,2024-04-26,3.364466219143904E-5
Larkana,2024-04-26,3.5775405827957986E-5
Lahore,2024-04-27,5.6124990320714106E-5
Karachi,2024-04-27,3.0064483780161187E-5
Islamabad,2024-04-27,
Faisalabad,2024-04-27,4.06314914042872E-5
Rawalpindi,2024-04-27,
Multan,2024-04-27,4.863774170842601E-5
Peshawar,2024-04-27,
Gujranwala,2024-04-27,2.8537098689552798E-5
Quetta,2024-04-27,7.40340515120847E-6
Sialkot,2024-04-27,2.441350402805117E-5
Hyderabad,2024-04-27,2.680703139595169E-5
Bahawalpur,2024-04-27,4.227212853400129E-5
Sargodha,2024-04-27,2.4561232697992163E-5
Sukkur,2024-04-27,3.6120349763566844E-5
Larkana,2024-04-27,3.433494904081805E-5
Lahore,2024-04-28,5.464243577375485E-5
Karachi,2024-04-28,3.949175677617947E-5
Islamabad,2024-04-28,
Faisalabad,2024-04-28,4.8767370145801E-5
Rawalpindi,2024-04-28,
Multan,2024-04-28,5.3356130405927256E-5
Peshawar,2024-04-28,
Gujranwala,2024-04-28,4.5773242748306025E-5
Quetta,2024-04-28,1.2644527180139843E-5
Sialkot,2024-04-28,3.1003135145319314E-5
Hyderabad,2024-04-28,5.275248892789288E-5
Bahawalpur,2024-04-28,4.41554436413995E-5
Sargodha,2024-04-28,3.688985215610016E-5
Sukkur,2024-04-28,3.927925268012878E-5
Larkana,2024-04-28,3.6136483166610624E-5
Lahore,2024-04-29,6.172284544010042E-5
Karachi,2024-04-29,6.434074003478348E-5
Islamabad,2024-04-29,4.4356383012171384E-5
Faisalabad,2024-04-29,6.260496304530278E-5
Rawalpindi,2024-04-29,5.372230066871594E-5
Multan,2024-04-29,4.62796945750474E-5
Peshawar,2024-04-29,4.09944366925187E-5
Gujranwala,2024-04-29,4.039561825880256E-5
Quetta,2024-04-29,1.3255349935218254E-5
Sialkot,2024-04-29,3.37907667919022E-5
Hyderabad,2024-04-29,4.310052565151566E-5
Bahawalpur,2024-04-29,4.380420627838738E-5
Sargodha,2024-04-29,5.078021965925089E-5
Sukkur,2024-04-29,3.27131482668323E-5
Larkana,2024-04-29,2.5241547207817932E-5
Lahore,2024-04-30,6.51410552932661E-5
Karachi,2024-04-30,6.050264022853099E-5
Islamabad,2024-04-30,2.1777998469058252E-5
Faisalabad,2024-04-30,5.8999040998336096E-5
Rawalpindi,2024-04-30,2.4499513250203277E-5
Multan,2024-04-30,5.001589440648775E-5
Peshawar,2024-04-30,2.6310806024551513E-5
Gujranwala,2024-04-30,3.0769116357334734E-5
Quetta,2024-04-30,1.4287350422921009E-5
Sialkot,2024-04-30,2.899413072240796E-5
Hyderabad,2024-04-30,4.7845426949511146E-5
Bahawalpur,2024-04-30,5.435390264080799E-5
Sargodha,2024-04-30,
Sukkur,2024-04-30,4.060596399409236E-5
Larkana,2024-04-30,3.926996215063719E-5
Lahore,2024-05-01,6.731270725184535E-5
Karachi,2024-05-01,5.285698237759504E-5
Islamabad,2024-05-01,2.5224461895688595E-5
Faisalabad,2024-05-01,5.365890505066961E-5
Rawalpindi,2024-05-01,3.0173265934182198E-5
Multan,2024-05-01,5.951178641665028E-5
Peshawar,2024-05-01,3.1077364992559696E-5
Gujranwala,2024-05-01,3.843773950518162E-5
Quetta,2024-05-01,1.4252487756181935E-5
Sialkot,2024-05-01,3.0888222744593223E-5
Hyderabad,2024-05-01,3.976211618257525E-5
Bahawalpur,2024-05-01,4.7829706419070625E-5
Sargodha,2024-05-01,4.265432909749182E-5
Sukkur,2024-05-01,3.785988629728202E-5
Larkana,2024-05-01,3.4920798965834245E-5
Lahore,2024-05-02,1.0506632357544533E-4
Karachi,2024-05-02,7.39676819390595E-5
Islamabad,2024-05-02,4.4666662856348134E-5
Faisalabad,2024-05-02,5.823936327980741E-5
Rawalpindi,2024-05-02,4.673166990447519E-5
Multan,2024-05-02,6.719982237267181E-5
Peshawar,2024-05-02,3.601428629200087E-5
Gujranwala,2024-05-02,4.394074874236407E-5
Quetta,2024-05-02,2.013212937724463E-5
Sialkot,2024-05-02,3.6226713425400037E-5
Hyderabad,2024-05-02,4.419673620274928E-5
Bahawalpur,2024-05-02,5.3585843720904566E-5
Sargodha,2024-05-02,3.900372908106835E-5
Sukkur,2024-05-02,4.2038195515266554E-5
Larkana,2024-05-02,4.2033311249680023E-5
Lahore,2024-05-03,
Karachi,2024-05-03,
Islamabad,2024-05-03,
Faisalabad,2024-05-03,
Rawalpindi,2024-05-03,
Multan,2024-05-03,9.933545059468787E-5
Peshawar,2024-05-03,
Gujranwala,2024-05-03,
Quetta,2024-05-03,6.97415691866937E-6
Sialkot,2024-05-03,
Hyderabad,2024-05-03,1.7985192327779846E-5
Bahawalpur,2024-05-03,2.448020283075404E-5
Sargodha,2024-05-03,
Sukkur,2024-05-03,4.3653719624841315E-5
Larkana,2024-05-03,5.029526987818891E-5
Lahore,2024-05-04,5.705330504315188E-5
Karachi,2024-05-04,2.0543108939964888E-5
