city,date,pm25
Lahore,2021-01-01,267.5803446623039
Karachi,2021-01-01,51.6122469207403
Islamabad,2021-01-01,93.94508574294763
Faisalabad,2021-01-01,180.86656275237635
Rawalpindi,2021-01-01,94.63675476886314
Multan,2021-01-01,87.2967844738128
Peshawar,2021-01-01,43.32359497076037
Gujranwala,2021-01-01,230.4364254195721
Quetta,2021-01-01,26.533558614628735
Sialkot,2021-01-01,203.13351988491868
Hyderabad,2021-01-01,43.8209214517486
Bahawalpur,2021-01-01,87.7469164036226
Sargodha,2021-01-01,115.92687070123458
Sukkur,2021-01-01,54.46380991826979
Larkana,2021-01-01,46.40449916273651
Lahore,2021-01-02,204.89220919716124
Karachi,2021-01-02,57.455349230432034
Islamabad,2021-01-02,107.1808199998188
Faisalabad,2021-01-02,199.11325976041695
Rawalpindi,2021-01-02,109.05106049920376
Multan,2021-01-02,101.46303905874919
Peshawar,2021-01-02,46.76769445784619
Gujranwala,2021-01-02,182.47954620204362
Quetta,2021-01-02,24.862265748075863
Sialkot,2021-01-02,169.49254903421502
Hyderabad,2021-01-02,45.053039800672316
Bahawalpur,2021-01-02,100.26291061117739
Sargodha,2021-01-02,153.0991431181041
Sukkur,2021-01-02,61.15164766303107
Larkana,2021-01-02,53.87293815943461
Lahore,2021-01-03,144.32415240114491
Karachi,2021-01-03,66.81009723230603
Islamabad,2021-01-03,89.03689150463237
Faisalabad,2021-01-03,156.82034870678763
Rawalpindi,2021-01-03,90.7151420797507
Multan,2021-01-03,100.46327939754303
Peshawar,2021-01-03,52.914897633963655
Gujranwala,2021-01-03,112.25131581350861
Quetta,2021-01-03,25.23019665986716
Sialkot,2021-01-03,91.0772011437063
Hyderabad,2021-01-03,58.869472776994925
Bahawalpur,2021-01-03,116.16415833713161
Sargodha,2021-01-03,113.20846764871744
Sukkur,2021-01-03,67.58507966844617
Larkana,2021-01-03,61.88423966133596
Lahore,2021-01-04,87.0767748125202
Karachi,2021-01-04,70.6821372884128
Islamabad,2021-01-04,74.70391763738755
Faisalabad,2021-01-04,78.68449932638774
Rawalpindi,2021-01-04,75.21977964120578
Multan,2021-01-04,66.5102340915107
Peshawar,2021-01-04,39.60555553147078
Gujranwala,2021-01-04,65.09147172180192
Quetta,2021-01-04,24.03097656499226
Sialkot,2021-01-04,53.91816302383721
Hyderabad,2021-01-04,67.96853215254416
Bahawalpur,2021-01-04,74.7080838268173
Sargodha,2021-01-04,62.57719651480873
Sukkur,2021-01-04,68.40406902069161
Larkana,2021-01-04,77.76556633301745
Lahore,2021-01-05,65.22296011541748
Karachi,2021-01-05,65.12289859509443
Islamabad,2021-01-05,43.4675947057488
Faisalabad,2021-01-05,56.46532281061285
Rawalpindi,2021-01-05,45.51897959959587
Multan,2021-01-05,48.42336548678979
Peshawar,2021-01-05,45.451363591316365
Gujranwala,2021-01-05,50.712604450075595
Quetta,2021-01-05,11.564012919654157
Sialkot,2021-01-05,42.440863268211615
Hyderabad,2021-01-05,56.858769285964364
Bahawalpur,2021-01-05,50.465225552950024
Sargodha,2021-01-05,40.26815196579086
Sukkur,2021-01-05,55.68577459127757
Larkana,2021-01-05,69.07734606950125
Lahore,2021-01-06,108.18842622532812
Karachi,2021-01-06,81.39019781216152
Islamabad,2021-01-06,58.25384086959207
Faisalabad,2021-01-06,55.02139339013796
Rawalpindi,2021-01-06,57.335921586618035
Multan,2021-01-06,53.508281954749606
Peshawar,2021-01-06,53.13773435341081
Gujranwala,2021-01-06,72.64743881246038
Quetta,2021-01-06,10.797641462937495
Sialkot,2021-01-06,62.465175356724465
Hyderabad,2021-01-06,58.69538108340386
Bahawalpur,2021-01-06,56.07776462977186
Sargodha,2021-01-06,48.1814271215451
Sukkur,2021-01-06,73.91974156475892
Larkana,2021-01-06,72.79165854788306
Lahore,2021-01-07,142.6004501793528
Karachi,2021-01-07,74.46519290077448
Islamabad,2021-01-07,78.48859129438425
Faisalabad,2021-01-07,102.95373114716382
Rawalpindi,2021-01-07,81.25119075405281
Multan,2021-01-07,68.11300814450021
Peshawar,2021-01-07,44.00070455397771
Gujranwala,2021-01-07,134.98303065054407
Quetta,2021-01-07,7.104415538619913
Sialkot,2021-01-07,109.25979749654934
Hyderabad,2021-01-07,54.58185265263663
Bahawalpur,2021-01-07,58.75116269281808
Sargodha,2021-01-07,66.60515471351002
Sukkur,2021-01-07,61.45947874911969
Larkana,2021-01-07,70.52417082124954
Lahore,2021-01-08,205.68336683229265
Karachi,2021-01-08,56.48859054023621
Islamabad,2021-01-08,82.37879576092149
Faisalabad,2021-01-08,124.19928005705026
Rawalpindi,2021-01-08,83.42957010583876
Multan,2021-01-08,75.60062834648922
Peshawar,2021-01-08,31.623727092533468
Gujranwala,2021-01-08,160.30072616934416
Quetta,2021-01-08,9.113499594828397
Sialkot,2021-01-08,105.35441061540597
Hyderabad,2021-01-08,37.3087769129514
Bahawalpur,2021-01-08,53.2732058122207
Sargodha,2021-01-08,85.25582598110273
Sukkur,2021-01-08,26.239625779957034
Larkana,2021-01-08,30.94740738495637
Lahore,2021-01-09,223.82848088555974
Karachi,2021-01-09,34.08087883699933
Islamabad,2021-01-09,96.21501157070198
Faisalabad,2021-01-09,118.8045409059249
Rawalpindi,2021-01-09,96.2067648329292
Multan,2021-01-09,73.99088791585058
Peshawar,2021-01-09,35.87969366058985
Gujranwala,2021-01-09,132.13797434791954
Quetta,2021-01-09,13.621905748977795
Sialkot,2021-01-09,109.94540647027306
Hyderabad,2021-01-09,33.92363766631137
Bahawalpur,2021-01-09,64.90084866889812
Sargodha,2021-01-09,70.39682301857695
Sukkur,2021-01-09,47.15127872020027
Larkana,2021-01-09,44.78954177982714
Lahore,2021-01-10,173.81751113076368
Karachi,2021-01-10,38.971278529040475
Islamabad,2021-01-10,109.29214755889193
Faisalabad,2021-01-10,102.75770333779433
Rawalpindi,2021-01-10,107.6986291296948
Multan,2021-01-10,95.09909713922
Peshawar,2021-01-10,35.588850240871515
Gujranwala,2021-01-10,147.26562851493605
Quetta,2021-01-10,16.5242510862213
Sialkot,2021-01-10,146.07073202130505
Hyderabad,2021-01-10,36.765525426380705
