city,date,pm25
Lahore,2020-01-01,170.74501915672005
Karachi,2020-01-01,84.2884110200478
Islamabad,2020-01-01,82.87450955642905
Faisalabad,2020-01-01,167.83478210632336
Rawalpindi,2020-01-01,86.94433315973706
Multan,2020-01-01,105.63366721050193
Peshawar,2020-01-01,65.40617973153454
Gujranwala,2020-01-01,177.1744933876107
Quetta,2020-01-01,21.946812428699687
Sialkot,2020-01-01,163.2384627941773
Hyderabad,2020-01-01,80.79181953180651
Bahawalpur,2020-01-01,111.94624772173124
Sargodha,2020-01-01,130.35344418691847
Sukkur,2020-01-01,74.72686628383464
Larkana,2020-01-01,76.58135335253797
Lahore,2020-01-02,139.3368705505878
Karachi,2020-01-02,88.38226642856522
Islamabad,2020-01-02,71.2828703579011
Faisalabad,2020-01-02,118.86530433440176
Rawalpindi,2020-01-02,72.34673645222924
Multan,2020-01-02,77.32641299172415
Peshawar,2020-01-02,46.233155896284
Gujranwala,2020-01-02,132.31429583673003
Quetta,2020-01-02,24.384604925303236
Sialkot,2020-01-02,119.8982197773156
Hyderabad,2020-01-02,82.32653820007562
Bahawalpur,2020-01-02,94.12438617457286
Sargodha,2020-01-02,100.79326410542915
Sukkur,2020-01-02,73.13500098545605
Larkana,2020-01-02,68.20528614879332
Lahore,2020-01-03,108.59380209115669
Karachi,2020-01-03,105.139707060267
Islamabad,2020-01-03,50.646524849503386
Faisalabad,2020-01-03,95.10359433306803
Rawalpindi,2020-01-03,51.898629020847345
Multan,2020-01-03,75.94385936060296
Peshawar,2020-01-03,36.802565232344854
Gujranwala,2020-01-03,87.43477831993242
Quetta,2020-01-03,20.338881934966643
Sialkot,2020-01-03,80.74317260422455
Hyderabad,2020-01-03,83.97470572428806
Bahawalpur,2020-01-03,71.24429135935469
Sargodha,2020-01-03,72.03910299440551
Sukkur,2020-01-03,69.9449894109944
Larkana,2020-01-03,73.45871196140803
Lahore,2020-01-04,109.4175056808235
Karachi,2020-01-04,125.54983013907545
Islamabad,2020-01-04,44.57203145066594
Faisalabad,2020-01-04,96.69762071404456
Rawalpindi,2020-01-04,46.08541977540594
Multan,2020-01-04,93.40943661412274
Peshawar,2020-01-04,42.79530829709444
Gujranwala,2020-01-04,90.45216446763689
Quetta,2020-01-04,14.62195915305019
Sialkot,2020-01-04,72.79269252659162
Hyderabad,2020-01-04,81.60097982821532
Bahawalpur,2020-01-04,85.818784034483
Sargodha,2020-01-04,76.23645241020918
Sukkur,2020-01-04,89.14184467864763
Larkana,2020-01-04,88.9801260522094
Lahore,2020-01-05,85.20549110333641
Karachi,2020-01-05,75.15340505470648
