city,date,no2
Sargodha,2025-01-19,7.455256802511708E-5
Sukkur,2025-01-19,2.4516382402438952E-5
Larkana,2025-01-19,1.9243911670625333E-5
Lahore,2025-01-20,1.2985834248470805E-4
Karachi,2025-01-20,1.0999879591536328E-4
Islamabad,2025-01-20,
Faisalabad,2025-01-20,5.7212078909306024E-5
Rawalpindi,2025-01-20,
Multan,2025-01-20,3.943346355024855E-5
Peshawar,2025-01-20,
Gujranwala,2025-01-20,4.098142193312649E-5
Quetta,2025-01-20,
Sialkot,2025-01-20,3.991346055524252E-5
Hyderabad,2025-01-20,2.4603031061562652E-5
Bahawalpur,2025-01-20,2.548585277455128E-5
Sargodha,2025-01-20,1.6967808458801277E-5
Sukkur,2025-01-20,2.5788039648242972E-5
Larkana,2025-01-20,2.5387221115893444E-5
Lahore,2025-01-21,8.84634189194624E-5
Karachi,2025-01-21,1.4154215052034216E-4
Islamabad,2025-01-21,8.911626377748429E-5
Faisalabad,2025-01-21,6.366006075003242E-5
Rawalpindi,2025-01-21,7.08985340528867E-5
Multan,2025-01-21,3.0479881063791448E-5
Peshawar,2025-01-21,4.241878536236763E-5
Gujranwala,2025-01-21,3.359667797167564E-5
Quetta,2025-01-21,4.326505353350104E-6
Sialkot,2025-01-21,3.525388130343426E-5
Hyderabad,2025-01-21,2.3757062983045018E-5
Bahawalpur,2025-01-21,2.2260949859351672E-5
Sargodha,2025-01-21,2.8731308862437613E-5
Sukkur,2025-01-21,2.2886308065343703E-5
Larkana,2025-01-21,1.6717217219274366E-5
Lahore,2025-01-22,8.422191677605571E-5
Karachi,2025-01-22,8.357635282370198E-5
Islamabad,2025-01-22,8.719563302604061E-5
Faisalabad,2025-01-22,7.112763687202156E-5
Rawalpindi,2025-01-22,7.66557905854519E-5
Multan,2025-01-22,4.77138730629819E-5
Peshawar,2025-01-22,4.429165719578484E-5
Gujranwala,2025-01-22,3.7019712349817736E-5
Quetta,2025-01-22,8.142854525223432E-6
Sialkot,2025-01-22,3.808137834299692E-5
Hyderabad,2025-01-22,2.962348673206398E-5
Bahawalpur,2025-01-22,3.306851112852962E-5
Sargodha,2025-01-22,3.039963350607477E-5
Sukkur,2025-01-22,2.7963519070028086E-5
Larkana,2025-01-22,2.26398687840454E-5
Lahore,2025-01-23,6.751157211972427E-5
Karachi,2025-01-23,8.458269858363762E-5
Islamabad,2025-01-23,7.398495398865854E-5
Faisalabad,2025-01-23,5.308194952738338E-5
Rawalpindi,2025-01-23,6.630847961405174E-5
Multan,2025-01-23,2.979248905171985E-5
Peshawar,2025-01-23,4.013239042408943E-5
Gujranwala,2025-01-23,3.0043835869107562E-5
Quetta,2025-01-23,8.059491305757945E-6
Sialkot,2025-01-23,2.935247469688767E-5
Hyderabad,2025-01-23,3.653661627591376E-5
Bahawalpur,2025-01-23,2.5913231599042144E-5
Sargodha,2025-01-23,3.4637567740971945E-5
Sukkur,2025-01-23,2.550505211289979E-5
Larkana,2025-01-23,2.735877815234949E-5
Lahore,2025-01-24,8.574264715908016E-5
Karachi,2025-01-24,8.725860947150981E-5
Islamabad,2025-01-24,4.2578146345602565E-5
Faisalabad,2025-01-24,3.9603100380655983E-5
Rawalpindi,2025-01-24,4.768223117294622E-5
Multan,2025-01-24,3.64657448082042E-5
Peshawar,2025-01-24,2.590145686970675E-5
Gujranwala,2025-01-24,2.9081357608917107E-5
Quetta,2025-01-24,2.0252644200181967E-5
Sialkot,2025-01-24,2.7630966496841277E-5
Hyderabad,2025-01-24,3.78495421230806E-5
Bahawalpur,2025-01-24,2.17812633963859E-5
Sargodha,2025-01-24,3.501371211400847E-5
Sukkur,2025-01-24,3.0329806822752736E-5
Larkana,2025-01-24,3.118283775511108E-5
Lahore,2025-01-25,1.3661104597568178E-4
Karachi,2025-01-25,1.1996696902098213E-4
Islamabad,2025-01-25,8.808917939054726E-5
Faisalabad,2025-01-25,6.666000434529825E-5
Rawalpindi,2025-01-25,8.101571641869555E-5
Multan,2025-01-25,4.672783210701664E-5
Peshawar,2025-01-25,5.7523358853446624E-5
Gujranwala,2025-01-25,3.9117946854203426E-5
Quetta,2025-01-25,3.1959918206334476E-5
Sialkot,2025-01-25,3.738136570021065E-5
Hyderabad,2025-01-25,3.571716904602623E-5
Bahawalpur,2025-01-25,2.738525523576684E-5
Sargodha,2025-01-25,5.114503797216606E-5
Sukkur,2025-01-25,3.607006227124533E-5
Larkana,2025-01-25,2.5560894886400584E-5
Lahore,2025-01-26,1.3331049171165578E-4
Karachi,2025-01-26,1.3120583785875182E-4
Islamabad,2025-01-26,1.2609628859443876E-4
Faisalabad,2025-01-26,6.94273644820019E-5
Rawalpindi,2025-01-26,1.4417136162073627E-4
Multan,2025-01-26,7.18711757539787E-5
Peshawar,2025-01-26,6.969799432413286E-5
Gujranwala,2025-01-26,6.342380748524457E-5
Quetta,2025-01-26,3.7343235159333424E-5
Sialkot,2025-01-26,5.1960256095911124E-5
Hyderabad,2025-01-26,4.514509931819181E-5
Bahawalpur,2025-01-26,3.559880835493614E-5
Sargodha,2025-01-26,5.1765608855905746E-5
Sukkur,2025-01-26,4.702706026759762E-5
Larkana,2025-01-26,3.1351561942711864E-5
Lahore,2025-01-27,1.5229923969578302E-4
Karachi,2025-01-27,1.385182717829689E-4
Islamabad,2025-01-27,1.5489200107112087E-4
Faisalabad,2025-01-27,6.778953997502021E-5
Rawalpindi,2025-01-27,1.6441316253153315E-4
Multan,2025-01-27,7.529964973839964E-5
Peshawar,2025-01-27,9.165101818216756E-5
Gujranwala,2025-01-27,7.285758725690151E-5
Quetta,2025-01-27,2.6164461620112756E-5
Sialkot,2025-01-27,5.109811439234771E-5
Hyderabad,2025-01-27,3.9700902177580014E-5
Bahawalpur,2025-01-27,4.1409076559018175E-5
Sargodha,2025-01-27,4.93471784539614E-5
Sukkur,2025-01-27,4.1112355009571506E-5
Larkana,2025-01-27,2.856524369646212E-5
Lahore,2025-01-28,2.190915013702004E-4
Karachi,2025-01-28,9.658205685422199E-5
Islamabad,2025-01-28,1.0884280985302108E-4
Faisalabad,2025-01-28,8.654019858900698E-5
Rawalpindi,2025-01-28,1.3876054283197713E-4
Multan,2025-01-28,5.1166976586782705E-5
Peshawar,2025-01-28,8.425873262650732E-5
Gujranwala,2025-01-28,7.874375636351043E-5
Quetta,2025-01-28,3.168684930739854E-5
Sialkot,2025-01-28,4.905795579378792E-5
Hyderabad,2025-01-28,5.5932217030346324E-5
Bahawalpur,2025-01-28,3.651433344891802E-5
Sargodha,2025-01-28,4.9013686358832365E-5
Sukkur,2025-01-28,4.1911159127842494E-5
Larkana,2025-01-28,3.362396132086105E-5
Lahore,2025-01-29,1.5161471068442136E-4
Karachi,2025-01-29,4.53099751744718E-5
Islamabad,2025-01-29,4.3828627433709976E-5
Faisalabad,2025-01-29,
Rawalpindi,2025-01-29,3.9197046933919876E-5
Multan,2025-01-29,5.51099349119685E-5
Peshawar,2025-01-29,6.463261114825256E-5
Gujranwala,2025-01-29,1.5117489816420126E-4
Quetta,2025-01-29,1.3731886090760446E-5
Sialkot,2025-01-29,7.49156822629013E-5
Hyderabad,2025-01-29,3.763496184894616E-5
Bahawalpur,2025-01-29,4.4957385370882114E-5
Sargodha,2025-01-29,1.1695109142309162E-4
Sukkur,2025-01-29,5.200816422093373E-5
Larkana,2025-01-29,4.228064699408313E-5
Lahore,2025-01-30,9.295051570394315E-5
Karachi,2025-01-30,1.332350827201561E-4
Islamabad,2025-01-30,6.159379084480307E-5
Faisalabad,2025-01-30,6.650383630764415E-5
Rawalpindi,2025-01-30,6.220422863457948E-5
Multan,2025-01-30,4.232273909025269E-5
Peshawar,2025-01-30,3.3804399159068466E-5
Gujranwala,2025-01-30,4.001704633104423E-5
Quetta,2025-01-30,2.388270367194956E-5
Sialkot,2025-01-30,3.430032800166908E-5
Hyderabad,2025-01-30,3.390732219880375E-5
Bahawalpur,2025-01-30,4.1816271567235375E-5
Sargodha,2025-01-30,3.712824467650393E-5
Sukkur,2025-01-30,4.4380508808230254E-5
Larkana,2025-01-30,3.457745097147311E-5
Lahore,2025-01-31,1.687803957201952E-4
Karachi,2025-01-31,1.2841939820833968E-4
Islamabad,2025-01-31,7.461604835573367E-5
Faisalabad,2025-01-31,9.181470947120727E-5
Rawalpindi,2025-01-31,6.69786761357546E-5
Multan,2025-01-31,4.7851212917208034E-5
Peshawar,2025-01-31,3.89938694410348E-5
Gujranwala,2025-01-31,4.9798556638575795E-5
Quetta,2025-01-31,2.2475917296269037E-5
Sialkot,2025-01-31,3.6866971720239635E-5
Hyderabad,2025-01-31,3.8306194617413265E-5
Bahawalpur,2025-01-31,4.121879848145621E-5
Sargodha,2025-01-31,4.505542211649348E-5
Sukkur,2025-01-31,4.28497125700144E-5
Larkana,2025-01-31,3.459755071801803E-5
Lahore,2025-02-01,9.962368503668418E-5
Karachi,2025-02-01,1.1780381167953067E-4
Islamabad,2025-02-01,2.3527678987337387E-5
Faisalabad,2025-02-01,1.0328631500412391E-4
Rawalpindi,2025-02-01,3.481004911263463E-5
Multan,2025-02-01,6.046986480445477E-5
Peshawar,2025-02-01,6.157841692925376E-5
Gujranwala,2025-02-01,4.986816488775585E-5
Quetta,2025-02-01,2.1375928568860283E-5
Sialkot,2025-02-01,
Hyderabad,2025-02-01,2.8835054722468748E-5
Bahawalpur,2025-02-01,3.9650780369420425E-5
Sargodha,2025-02-01,5.628888078414674E-5
Sukkur,2025-02-01,3.141568826828736E-5
Larkana,2025-02-01,2.645331050775132E-5
Lahore,2025-02-02,1.0428850875608503E-4
Karachi,2025-02-02,8.330164654101236E-5
Islamabad,2025-02-02,8.677375163933147E-5
Faisalabad,2025-02-02,8.292390467812627E-5
Rawalpindi,2025-02-02,8.721931849431211E-5
Multan,2025-02-02,4.00094155696641E-5
Peshawar,2025-02-02,4.153854895778736E-5
Gujranwala,2025-02-02,4.910896673581479E-5
Quetta,2025-02-02,2.4847196087614747E-5
Sialkot,2025-02-02,3.214216792894878E-5
Hyderabad,2025-02-02,3.3757111452252994E-5
Bahawalpur,2025-02-02,3.077836821139E-5
Sargodha,2025-02-02,3.968631709554847E-5
Sukkur,2025-02-02,3.3921877350682796E-5
Larkana,2025-02-02,3.161363537149869E-5
Lahore,2025-02-03,1.1326485373066936E-4
Karachi,2025-02-03,1.3303410286725516E-4
Islamabad,2025-02-03,1.0372475618173795E-4
Faisalabad,2025-02-03,6.672351820711649E-5
Rawalpindi,2025-02-03,8.400687616262064E-5
Multan,2025-02-03,4.8427566580841E-5
Peshawar,2025-02-03,5.4751016269562417E-5
Gujranwala,2025-02-03,7.887758662338082E-5
Quetta,2025-02-03,
Sialkot,2025-02-03,3.849981176085252E-5
Hyderabad,2025-02-03,3.2946877699549324E-5
Bahawalpur,2025-02-03,2.653120827723392E-5
Sargodha,2025-02-03,5.241198370134898E-5
Sukkur,2025-02-03,2.4566617903416742E-5
Larkana,2025-02-03,2.075383933505559E-5
Lahore,2025-02-04,6.345567817143618E-5
Karachi,2025-02-04,6.992522219684029E-5
Islamabad,2025-02-04,9.187983613080025E-5
Faisalabad,2025-02-04,7.006824567592397E-5
Rawalpindi,2025-02-04,9.869198624820209E-5
Multan,2025-02-04,3.580803232234625E-5
Peshawar,2025-02-04,2.273014674806668E-5
Gujranwala,2025-02-04,2.693261560662846E-5
Quetta,2025-02-04,1.020504110372073E-5
Sialkot,2025-02-04,1.8720962773851613E-5
Hyderabad,2025-02-04,2.7863013529851007E-5
Bahawalpur,2025-02-04,2.074328559846385E-5
Sargodha,2025-02-04,2.2449890562268208E-5
Sukkur,2025-02-04,3.004974743155293E-5
Larkana,2025-02-04,1.9932345037242093E-5
Lahore,2025-02-05,1.2124647405366806E-4
Karachi,2025-02-05,1.1786879896960366E-4
Islamabad,2025-02-05,5.078931156323427E-5
Faisalabad,2025-02-05,4.281637531603841E-5
Rawalpindi,2025-02-05,4.6590257160286487E-5
Multan,2025-02-05,3.776746387989738E-5
Peshawar,2025-02-05,3.1411760012383534E-5
Gujranwala,2025-02-05,3.0432917119710087E-5
Quetta,2025-02-05,6.793907707377737E-6
Sialkot,2025-02-05,1.867807610595379E-5
Hyderabad,2025-02-05,2.9641459301696776E-5
Bahawalpur,2025-02-05,1.953215285857967E-5
Sargodha,2025-02-05,2.3860919766359604E-5
Sukkur,2025-02-05,2.130991087248038E-5
Larkana,2025-02-05,1.7741765289434988E-5
Lahore,2025-02-06,8.828902714697092E-5
Karachi,2025-02-06,1.251595759790461E-4
Islamabad,2025-02-06,6.944509857289049E-5
Faisalabad,2025-02-06,5.500203620672669E-5
Rawalpindi,2025-02-06,6.538712156189751E-5
Multan,2025-02-06,4.67959206017924E-5
Peshawar,2025-02-06,3.9411724695684456E-5
Gujranwala,2025-02-06,2.4636229236441647E-5
Quetta,2025-02-06,2.3157046096470196E-5
Sialkot,2025-02-06,2.836329580531208E-5
Hyderabad,2025-02-06,2.516535705497652E-5
Bahawalpur,2025-02-06,2.2531867786573917E-5
Sargodha,2025-02-06,2.3813838082768227E-5
Sukkur,2025-02-06,2.9111360921334716E-5
Larkana,2025-02-06,1.3525544577176172E-5
Lahore,2025-02-07,1.082153149360291E-4
Karachi,2025-02-07,9.175303821279438E-5
Islamabad,2025-02-07,8.813373617419659E-5
Faisalabad,2025-02-07,6.682156763473108E-5
Rawalpindi,2025-02-07,9.0867993546701E-5
Multan,2025-02-07,6.115729959009454E-5
Peshawar,2025-02-07,4.801851050777853E-5
Gujranwala,2025-02-07,4.6828306632463344E-5
Quetta,2025-02-07,2.725553421869252E-5
Sialkot,2025-02-07,4.624169309496654E-5
Hyderabad,2025-02-07,2.575713483729429E-5
Bahawalpur,2025-02-07,3.743268967387618E-5
Sargodha,2025-02-07,4.059247381682796E-5
Sukkur,2025-02-07,3.3127178916854696E-5
Larkana,2025-02-07,
Lahore,2025-02-08,1.3741074187492879E-4
Karachi,2025-02-08,1.2845768082331952E-4
Islamabad,2025-02-08,2.0130084389988136E-4
Faisalabad,2025-02-08,8.32328036087276E-5
Rawalpindi,2025-02-08,1.8914916565449533E-4
Multan,2025-02-08,5.493990970243456E-5
Peshawar,2025-02-08,4.662807794632084E-5
Gujranwala,2025-02-08,7.780721196907708E-5
Quetta,2025-02-08,1.0384221157774608E-5
Sialkot,2025-02-08,5.735742664730828E-5
Hyderabad,2025-02-08,4.009612715499985E-5
Bahawalpur,2025-02-08,3.514941884434362E-5
Sargodha,2025-02-08,
Sukkur,2025-02-08,3.3732981041775474E-5
Larkana,2025-02-08,2.991740655229294E-5
Lahore,2025-02-09,1.1360240132894667E-4
Karachi,2025-02-09,1.72130305599035E-4
Islamabad,2025-02-09,1.2015540751714415E-4
Faisalabad,2025-02-09,8.532120750679917E-5
Rawalpindi,2025-02-09,1.259312224850554E-4
Multan,2025-02-09,4.963174801059608E-5
Peshawar,2025-02-09,4.178266656085393E-5
