city,date,pm25
Lahore,2019-01-01,227.26232270803237
Karachi,2019-01-01,116.10076336218901
Islamabad,2019-01-01,95.58128339887233
Faisalabad,2019-01-01,193.12229736757362
Rawalpindi,2019-01-01,98.85551911699675
Multan,2019-01-01,200.2704999664976
Peshawar,2019-01-01,80.25703220522946
Gujranwala,2019-01-01,211.21015821711845
Quetta,2019-01-01,27.223588961666383
Sialkot,2019-01-01,212.84711571231122
Hyderabad,2019-01-01,127.67747382664747
Bahawalpur,2019-01-01,193.5555506434704
Sargodha,2019-01-01,154.04000512369313
Sukkur,2019-01-01,192.09893607382656
Larkana,2019-01-01,180.75070420622103
Lahore,2019-01-02,146.60249590171094
Karachi,2019-01-02,132.59530219099904
Islamabad,2019-01-02,104.71112726365497
Faisalabad,2019-01-02,144.62107764337327
Rawalpindi,2019-01-02,109.87042064569498
Multan,2019-01-02,142.5494088409788
Peshawar,2019-01-02,86.73604393235243
Gujranwala,2019-01-02,161.62743624254685
Quetta,2019-01-02,19.786882324195116
Sialkot,2019-01-02,173.11484295625425
Hyderabad,2019-01-02,130.7078777481878
Bahawalpur,2019-01-02,139.33298105745533
Sargodha,2019-01-02,175.33484811806335
Sukkur,2019-01-02,144.24458676073132
Larkana,2019-01-02,146.3150866112893
Lahore,2019-01-03,134.83580398458906
Karachi,2019-01-03,144.11027701081247
Islamabad,2019-01-03,62.94553531609256
Faisalabad,2019-01-03,168.49793382789358
Rawalpindi,2019-01-03,67.08381264118776
Multan,2019-01-03,203.996160766795
Peshawar,2019-01-03,99.24521142679056
Gujranwala,2019-01-03,109.51296820107731
Quetta,2019-01-03,24.842213313267454
Sialkot,2019-01-03,100.31094124072668
Hyderabad,2019-01-03,162.17550201454205
Bahawalpur,2019-01-03,158.8931751226258
Sargodha,2019-01-03,147.12763763238135
Sukkur,2019-01-03,140.81369645141544
Larkana,2019-01-03,154.52663461962123
Lahore,2019-01-04,177.2159291791608
Karachi,2019-01-04,98.77028477152278
Islamabad,2019-01-04,64.03943068779508
Faisalabad,2019-01-04,175.6982705649954
Rawalpindi,2019-01-04,67.68657373152777
Multan,2019-01-04,185.06614139313993
Peshawar,2019-01-04,90.19539732868509
Gujranwala,2019-01-04,167.82203221302314
Quetta,2019-01-04,37.129720845800406
Sialkot,2019-01-04,165.28749896009023
Hyderabad,2019-01-04,126.00959214411671
Bahawalpur,2019-01-04,133.37056823928995
Sargodha,2019-01-04,150.76902006063767
Sukkur,2019-01-04,146.3664709747887
Larkana,2019-01-04,156.52154430049328
Lahore,2019-01-05,95.31945484771616
