city,date,no2
Sargodha,2023-01-05,1.0069318739479321E-4
Sukkur,2023-01-05,3.8375904995405144E-5
Larkana,2023-01-05,3.570210246976534E-5
Lahore,2023-01-06,
Karachi,2023-01-06,7.480295213262942E-5
Islamabad,2023-01-06,1.9178111887499294E-4
Faisalabad,2023-01-06,
Rawalpindi,2023-01-06,1.5742783626268494E-4
Multan,2023-01-06,4.532985685505995E-5
Peshawar,2023-01-06,3.32917658772905E-5
Gujranwala,2023-01-06,
Quetta,2023-01-06,2.701242477416562E-5
Sialkot,2023-01-06,
Hyderabad,2023-01-06,3.903612984373415E-5
Bahawalpur,2023-01-06,2.8835728416927085E-5
Sargodha,2023-01-06,
Sukkur,2023-01-06,3.634456587921709E-5
Larkana,2023-01-06,2.746106920596853E-5
Lahore,2023-01-07,
Karachi,2023-01-07,1.051033040096012E-4
Islamabad,2023-01-07,
Faisalabad,2023-01-07,
Rawalpindi,2023-01-07,
Multan,2023-01-07,
Peshawar,2023-01-07,
Gujranwala,2023-01-07,
Quetta,2023-01-07,1.958936030728801E-5
Sialkot,2023-01-07,
Hyderabad,2023-01-07,3.2500309811457695E-5
Bahawalpur,2023-01-07,2.6302551336270925E-5
Sargodha,2023-01-07,
Sukkur,2023-01-07,5.2445566838780656E-5
Larkana,2023-01-07,2.6508328658630344E-5
Lahore,2023-01-08,
Karachi,2023-01-08,9.653577247576506E-5
Islamabad,2023-01-08,
Faisalabad,2023-01-08,5.471244866631235E-5
Rawalpindi,2023-01-08,
Multan,2023-01-08,6.266574402254304E-5
Peshawar,2023-01-08,5.102517325822393E-5
Gujranwala,2023-01-08,
Quetta,2023-01-08,1.3850090098088706E-5
Sialkot,2023-01-08,
Hyderabad,2023-01-08,3.1521354039335384E-5
Bahawalpur,2023-01-08,3.775959944226512E-5
Sargodha,2023-01-08,7.543862858598862E-5
Sukkur,2023-01-08,3.182315093459854E-5
Larkana,2023-01-08,2.7548488715157598E-5
Lahore,2023-01-09,1.824026612671584E-4
Karachi,2023-01-09,2.0204255092446462E-4
Islamabad,2023-01-09,1.0681462684188714E-4
Faisalabad,2023-01-09,1.421729032552194E-4
Rawalpindi,2023-01-09,9.381840596370207E-5
Multan,2023-01-09,6.970116724052235E-5
Peshawar,2023-01-09,3.121131788395825E-5
Gujranwala,2023-01-09,7.78810475516334E-5
Quetta,2023-01-09,1.9363031520430286E-5
Sialkot,2023-01-09,
Hyderabad,2023-01-09,4.194125529913912E-5
Bahawalpur,2023-01-09,2.4487997510890465E-5
Sargodha,2023-01-09,3.528693283974276E-5
Sukkur,2023-01-09,4.222670374648536E-5
Larkana,2023-01-09,3.2384618070981745E-5
Lahore,2023-01-10,3.1897255560071343E-4
Karachi,2023-01-10,2.8676727629803984E-4
Islamabad,2023-01-10,1.519093387502337E-4
Faisalabad,2023-01-10,1.1109866871133201E-4
Rawalpindi,2023-01-10,1.421461720762279E-4
Multan,2023-01-10,7.727569217263238E-5
Peshawar,2023-01-10,5.0417602955862283E-5
Gujranwala,2023-01-10,1.1085616363508253E-4
Quetta,2023-01-10,1.909041114377322E-5
Sialkot,2023-01-10,6.747714661466655E-5
Hyderabad,2023-01-10,4.35248790342275E-5
Bahawalpur,2023-01-10,3.8542172480259795E-5
Sargodha,2023-01-10,7.627812898628334E-5
Sukkur,2023-01-10,4.7878295954165036E-5
Larkana,2023-01-10,3.7270326342142444E-5
Lahore,2023-01-11,
Karachi,2023-01-11,2.5149602704738405E-5
Islamabad,2023-01-11,
Faisalabad,2023-01-11,
Rawalpindi,2023-01-11,
Multan,2023-01-11,4.25087294185226E-5
Peshawar,2023-01-11,
Gujranwala,2023-01-11,
Quetta,2023-01-11,
Sialkot,2023-01-11,
Hyderabad,2023-01-11,1.9877384545425687E-5
Bahawalpur,2023-01-11,2.9026299334377007E-5
Sargodha,2023-01-11,
Sukkur,2023-01-11,3.9868806752452066E-5
Larkana,2023-01-11,3.11620954155961E-5
Lahore,2023-01-12,2.2013383929465473E-4
Karachi,2023-01-12,7.781570861056428E-5
Islamabad,2023-01-12,1.0189732457093297E-4
Faisalabad,2023-01-12,
Rawalpindi,2023-01-12,8.210644921716142E-5
Multan,2023-01-12,3.759516925190067E-5
Peshawar,2023-01-12,
Gujranwala,2023-01-12,
Quetta,2023-01-12,1.3242265290466718E-5
Sialkot,2023-01-12,
Hyderabad,2023-01-12,3.2367922226105734E-5
Bahawalpur,2023-01-12,
Sargodha,2023-01-12,5.2268622487610945E-5
Sukkur,2023-01-12,2.9491325830704583E-5
Larkana,2023-01-12,2.345240891095719E-5
Lahore,2023-01-13,
Karachi,2023-01-13,8.232933797053173E-5
Islamabad,2023-01-13,3.308585860015924E-5
Faisalabad,2023-01-13,5.076489826909114E-5
Rawalpindi,2023-01-13,3.157206168030862E-5
Multan,2023-01-13,3.614293871447619E-5
Peshawar,2023-01-13,2.1387998170352383E-5
Gujranwala,2023-01-13,
Quetta,2023-01-13,1.3896424140646093E-5
Sialkot,2023-01-13,
Hyderabad,2023-01-13,4.104045886386533E-5
Bahawalpur,2023-01-13,3.1549319887454415E-5
Sargodha,2023-01-13,3.958130839509364E-5
Sukkur,2023-01-13,2.3425668331625793E-5
Larkana,2023-01-13,2.2158829401685512E-5
Lahore,2023-01-14,1.390046368506801E-4
Karachi,2023-01-14,1.6390545931338073E-4
Islamabad,2023-01-14,1.1388897051451442E-4
Faisalabad,2023-01-14,4.761985916371167E-5
Rawalpindi,2023-01-14,1.18348218954217E-4
Multan,2023-01-14,5.274709333959936E-5
Peshawar,2023-01-14,4.166246812696087E-5
Gujranwala,2023-01-14,3.998719364962655E-5
Quetta,2023-01-14,1.9744212020484434E-5
Sialkot,2023-01-14,4.5190608396818784E-5
Hyderabad,2023-01-14,4.072217135207017E-5
Bahawalpur,2023-01-14,3.27385314918074E-5
Sargodha,2023-01-14,3.190390032012345E-5
Sukkur,2023-01-14,3.787776099024185E-5
Larkana,2023-01-14,3.075478801937465E-5
Lahore,2023-01-15,1.6620250354931247E-4
Karachi,2023-01-15,1.3651580200566533E-4
Islamabad,2023-01-15,6.171925997728422E-5
Faisalabad,2023-01-15,4.9503694516988926E-5
Rawalpindi,2023-01-15,5.454418083906284E-5
Multan,2023-01-15,3.8120174343532166E-5
Peshawar,2023-01-15,3.1462402917797906E-5
Gujranwala,2023-01-15,4.018678103907306E-5
Quetta,2023-01-15,1.5190643918487255E-5
Sialkot,2023-01-15,4.795586494307709E-5
Hyderabad,2023-01-15,4.856392462975826E-5
Bahawalpur,2023-01-15,2.610843512473846E-5
Sargodha,2023-01-15,2.8639194503091213E-5
Sukkur,2023-01-15,3.603023946637583E-5
Larkana,2023-01-15,3.095935525512157E-5
Lahore,2023-01-16,1.2691505226140643E-4
Karachi,2023-01-16,2.032486263128156E-4
Islamabad,2023-01-16,1.0493485254684903E-4
Faisalabad,2023-01-16,5.1015589421418905E-5
Rawalpindi,2023-01-16,8.953156011783804E-5
Multan,2023-01-16,5.4029015818590945E-5
Peshawar,2023-01-16,5.023753958599745E-5
Gujranwala,2023-01-16,3.865360901157951E-5
Quetta,2023-01-16,2.653277433639793E-5
Sialkot,2023-01-16,4.508107912248757E-5
Hyderabad,2023-01-16,4.218975720321469E-5
Bahawalpur,2023-01-16,3.291334524835514E-5
Sargodha,2023-01-16,2.9999771938995637E-5
Sukkur,2023-01-16,4.440814196446616E-5
Larkana,2023-01-16,4.0172258670295484E-5
Lahore,2023-01-17,2.0224344169561786E-4
Karachi,2023-01-17,1.8808516697326E-4
Islamabad,2023-01-17,1.6075671734312375E-4
Faisalabad,2023-01-17,4.483674623168881E-5
Rawalpindi,2023-01-17,1.447599029338834E-4
Multan,2023-01-17,5.3868829705682096E-5
Peshawar,2023-01-17,4.444344410355409E-5
Gujranwala,2023-01-17,5.225631140010395E-5
Quetta,2023-01-17,1.2259030057112778E-5
Sialkot,2023-01-17,7.596014652461495E-5
Hyderabad,2023-01-17,3.2742985918708164E-5
Bahawalpur,2023-01-17,3.4571867082219316E-5
Sargodha,2023-01-17,2.9499950036022643E-5
Sukkur,2023-01-17,3.912440538841396E-5
Larkana,2023-01-17,2.8410659892516167E-5
Lahore,2023-01-18,1.563711379821243E-4
Karachi,2023-01-18,1.984294797202814E-4
Islamabad,2023-01-18,4.429128598554794E-5
Faisalabad,2023-01-18,
Rawalpindi,2023-01-18,4.429128605519094E-5
Multan,2023-01-18,
Peshawar,2023-01-18,
Gujranwala,2023-01-18,
Quetta,2023-01-18,
Sialkot,2023-01-18,2.1758893476826993E-5
Hyderabad,2023-01-18,4.1302156963060224E-5
Bahawalpur,2023-01-18,3.626697751233112E-5
Sargodha,2023-01-18,
Sukkur,2023-01-18,4.130704932074031E-5
Larkana,2023-01-18,3.623742010021299E-5
Lahore,2023-01-19,1.8042631490205118E-4
Karachi,2023-01-19,1.4724609215299608E-4
Islamabad,2023-01-19,2.916008273868433E-4
Faisalabad,2023-01-19,4.954558883898456E-5
Rawalpindi,2023-01-19,3.645280725620731E-4
Multan,2023-01-19,
Peshawar,2023-01-19,5.477329450759723E-5
Gujranwala,2023-01-19,5.105985430955572E-5
Quetta,2023-01-19,1.0527634867744675E-5
Sialkot,2023-01-19,4.363894331065876E-5
Hyderabad,2023-01-19,5.010254483895228E-5
Bahawalpur,2023-01-19,
Sargodha,2023-01-19,2.7627447347243574E-5
Sukkur,2023-01-19,
Larkana,2023-01-19,
Lahore,2023-01-20,
Karachi,2023-01-20,1.2282648622747094E-4
Islamabad,2023-01-20,1.5690340560050778E-4
Faisalabad,2023-01-20,7.156264949113019E-5
Rawalpindi,2023-01-20,1.0889809541178045E-4
Multan,2023-01-20,2.4144070130808903E-5
Peshawar,2023-01-20,4.734653784434656E-5
Gujranwala,2023-01-20,4.466696134329864E-5
Quetta,2023-01-20,
Sialkot,2023-01-20,
Hyderabad,2023-01-20,3.192711378904474E-5
Bahawalpur,2023-01-20,2.87118213561363E-5
Sargodha,2023-01-20,2.5022038879281442E-5
Sukkur,2023-01-20,2.1471185721045955E-5
Larkana,2023-01-20,2.289953830784097E-5
Lahore,2023-01-21,9.170024600558428E-5
Karachi,2023-01-21,1.0369845808392098E-4
Islamabad,2023-01-21,8.091667950716243E-5
Faisalabad,2023-01-21,7.761565664245492E-5
Rawalpindi,2023-01-21,8.44538558489502E-5
Multan,2023-01-21,4.118151735871705E-5
Peshawar,2023-01-21,4.316277978077909E-5
Gujranwala,2023-01-21,2.618143967530059E-5
Quetta,2023-01-21,1.544251936149241E-5
Sialkot,2023-01-21,3.537680907837517E-6
Hyderabad,2023-01-21,3.317693635578379E-5
Bahawalpur,2023-01-21,3.460761637165389E-5
Sargodha,2023-01-21,2.8243478353171754E-5
Sukkur,2023-01-21,3.20509686222697E-5
Larkana,2023-01-21,3.303392659092147E-5
Lahore,2023-01-22,6.249456893665376E-5
Karachi,2023-01-22,9.26579923393438E-5
Islamabad,2023-01-22,1.9608232685908422E-4
Faisalabad,2023-01-22,5.6840838667971494E-5
Rawalpindi,2023-01-22,1.540552190755709E-4
Multan,2023-01-22,4.1435668675561555E-5
Peshawar,2023-01-22,2.9680131867867402E-5
Gujranwala,2023-01-22,3.0134874836779794E-5
Quetta,2023-01-22,1.029305730944793E-5
Sialkot,2023-01-22,2.4444962154066315E-5
Hyderabad,2023-01-22,3.8746807415848954E-5
Bahawalpur,2023-01-22,3.124366732311285E-5
Sargodha,2023-01-22,2.5364066128858025E-5
Sukkur,2023-01-22,3.08163396039734E-5
Larkana,2023-01-22,2.3544914146954487E-5
Lahore,2023-01-23,9.016579888973831E-5
Karachi,2023-01-23,1.0409125059275506E-4
Islamabad,2023-01-23,
Faisalabad,2023-01-23,
Rawalpindi,2023-01-23,
Multan,2023-01-23,3.200877132877442E-5
Peshawar,2023-01-23,4.5676925820457835E-5
Gujranwala,2023-01-23,
Quetta,2023-01-23,2.117446827400493E-5
Sialkot,2023-01-23,4.461742728763375E-5
Hyderabad,2023-01-23,3.720625137879771E-5
Bahawalpur,2023-01-23,
Sargodha,2023-01-23,2.354916314220593E-5
Sukkur,2023-01-23,2.7505389929754604E-5
Larkana,2023-01-23,2.956040889152312E-5
Lahore,2023-01-24,
Karachi,2023-01-24,2.644640347214831E-4
Islamabad,2023-01-24,
Faisalabad,2023-01-24,5.6084590100603487E-5
Rawalpindi,2023-01-24,
Multan,2023-01-24,2.5879897187222753E-5
Peshawar,2023-01-24,
Gujranwala,2023-01-24,
Quetta,2023-01-24,1.1653649003995473E-5
Sialkot,2023-01-24,
Hyderabad,2023-01-24,3.5049047155320124E-5
Bahawalpur,2023-01-24,2.626612999110827E-5
Sargodha,2023-01-24,
Sukkur,2023-01-24,2.451494822124035E-5
Larkana,2023-01-24,2.5141491598562556E-5
Lahore,2023-01-25,
Karachi,2023-01-25,3.211124919653893E-4
Islamabad,2023-01-25,8.900050757343197E-5
Faisalabad,2023-01-25,5.475061469090085E-5
Rawalpindi,2023-01-25,8.122038734630692E-5
Multan,2023-01-25,3.706140379502841E-5
Peshawar,2023-01-25,4.127076857697333E-5
Gujranwala,2023-01-25,
Quetta,2023-01-25,1.7616176964115015E-5
Sialkot,2023-01-25,
Hyderabad,2023-01-25,4.670926964662826E-5
Bahawalpur,2023-01-25,3.506193414569734E-5
Sargodha,2023-01-25,2.8252614844586143E-5
Sukkur,2023-01-25,2.773779012882164E-5
Larkana,2023-01-25,3.370035032525447E-5
Lahore,2023-01-26,1.502164936486352E-4
Karachi,2023-01-26,8.257714819840883E-5
Islamabad,2023-01-26,8.744607236315808E-5
Faisalabad,2023-01-26,5.95673793272918E-5
Rawalpindi,2023-01-26,8.125134413180487E-5
Multan,2023-01-26,4.524358825256859E-5
Peshawar,2023-01-26,4.2129375552681275E-5
Gujranwala,2023-01-26,4.8883145637562204E-5
Quetta,2023-01-26,3.498914658434645E-5
Sialkot,2023-01-26,3.848790697408154E-5
Hyderabad,2023-01-26,4.3660770181477776E-5
Bahawalpur,2023-01-26,3.691937874188785E-5
Sargodha,2023-01-26,4.168526374143207E-5
Sukkur,2023-01-26,5.106525783950464E-5
Larkana,2023-01-26,4.492610174021701E-5
Lahore,2023-01-27,1.5119087087587792E-4
Karachi,2023-01-27,5.7132174894115576E-5
Islamabad,2023-01-27,1.193976928956737E-4
Faisalabad,2023-01-27,1.2309343208383676E-4
Rawalpindi,2023-01-27,1.1181765855704436E-4
Multan,2023-01-27,5.1230926283433916E-5
Peshawar,2023-01-27,4.659742823687881E-5
Gujranwala,2023-01-27,4.845287489481618E-5
Quetta,2023-01-27,2.8055349764515712E-5
Sialkot,2023-01-27,4.540282410201881E-5
Hyderabad,2023-01-27,3.908430878397205E-5
Bahawalpur,2023-01-27,4.59437719100658E-5
Sargodha,2023-01-27,3.7776607981933176E-5
Sukkur,2023-01-27,3.437007890751966E-5
Larkana,2023-01-27,3.3855577982020473E-5
Lahore,2023-01-28,1.535201924258405E-4
Karachi,2023-01-28,7.550603995998204E-5
Islamabad,2023-01-28,
Faisalabad,2023-01-28,1.2356125493078883E-4
Rawalpindi,2023-01-28,
Multan,2023-01-28,6.96114714410523E-5
Peshawar,2023-01-28,
Gujranwala,2023-01-28,7.284340614925723E-5
Quetta,2023-01-28,1.2779310863045013E-5
Sialkot,2023-01-28,1.9636500862547417E-5
Hyderabad,2023-01-28,3.46936878308385E-5
Bahawalpur,2023-01-28,3.94952975978806E-5
Sargodha,2023-01-28,4.614395727373959E-5
Sukkur,2023-01-28,3.523433025155034E-5
Larkana,2023-01-28,2.7790994369331656E-5
Lahore,2023-01-29,
Karachi,2023-01-29,7.527559283570215E-5
Islamabad,2023-01-29,
Faisalabad,2023-01-29,
Rawalpindi,2023-01-29,
Multan,2023-01-29,3.153161093852517E-5
Peshawar,2023-01-29,
Gujranwala,2023-01-29,
Quetta,2023-01-29,
Sialkot,2023-01-29,
Hyderabad,2023-01-29,4.4644031520182875E-5
Bahawalpur,2023-01-29,3.7953897686051714E-5
Sargodha,2023-01-29,1.499571793567489E-4
Sukkur,2023-01-29,4.818978269816797E-5
Larkana,2023-01-29,4.095661615021278E-5
Lahore,2023-01-30,
Karachi,2023-01-30,1.2680341909333722E-4
Islamabad,2023-01-30,1.3689025490801532E-4
Faisalabad,2023-01-30,2.9572003553149983E-5
Rawalpindi,2023-01-30,1.1553392997828749E-4
Multan,2023-01-30,3.061897241383012E-5
Peshawar,2023-01-30,3.835100032460715E-5
Gujranwala,2023-01-30,
Quetta,2023-01-30,2.3376695917834106E-5
Sialkot,2023-01-30,
Hyderabad,2023-01-30,3.8019539183047016E-5
Bahawalpur,2023-01-30,3.231594473921465E-5
Sargodha,2023-01-30,
Sukkur,2023-01-30,4.192642864515721E-5
Larkana,2023-01-30,3.5914175947269865E-5
Lahore,2023-01-31,1.2289422076853637E-4
Karachi,2023-01-31,9.764336099682559E-5
Islamabad,2023-01-31,6.297324486266082E-5
Faisalabad,2023-01-31,4.276679278050716E-5
Rawalpindi,2023-01-31,4.743502121600529E-5
Multan,2023-01-31,3.564830331017738E-5
Peshawar,2023-01-31,3.121379768091819E-5
Gujranwala,2023-01-31,2.1774598737404225E-5
Quetta,2023-01-31,2.3683097106574155E-5
Sialkot,2023-01-31,1.7865898465875852E-5
Hyderabad,2023-01-31,3.498690244226295E-5
Bahawalpur,2023-01-31,3.4841220395121757E-5
Sargodha,2023-01-31,2.298798556170186E-5
Sukkur,2023-01-31,4.106387143591764E-5
Larkana,2023-01-31,3.644369403023063E-5
Lahore,2023-02-01,1.1069679887432331E-4
Karachi,2023-02-01,1.0358531809247272E-4
Islamabad,2023-02-01,1.081591273513013E-4
Faisalabad,2023-02-01,5.446438297706479E-5
Rawalpindi,2023-02-01,1.3324123763164758E-4
Multan,2023-02-01,5.0584365028810024E-5
Peshawar,2023-02-01,4.044228638018425E-5
Gujranwala,2023-02-01,1.9813320111191665E-5
Quetta,2023-02-01,2.5744696051788645E-5
Sialkot,2023-02-01,1.6518556476803748E-5
Hyderabad,2023-02-01,4.552991456165268E-5
Bahawalpur,2023-02-01,4.3667580626737046E-5
Sargodha,2023-02-01,1.8821715798350465E-5
Sukkur,2023-02-01,4.963398557983699E-5
Larkana,2023-02-01,3.1736340328365935E-5
Lahore,2023-02-02,1.6184995747969705E-4
Karachi,2023-02-02,1.9695232685467068E-4
Islamabad,2023-02-02,
Faisalabad,2023-02-02,5.144556187927238E-5
Rawalpindi,2023-02-02,
Multan,2023-02-02,6.2160862571676E-5
Peshawar,2023-02-02,2.7058910429949946E-5
Gujranwala,2023-02-02,4.801753511804774E-5
Quetta,2023-02-02,1.8968415910316626E-5
Sialkot,2023-02-02,4.7046903617112826E-5
Hyderabad,2023-02-02,4.86913816892236E-5
Bahawalpur,2023-02-02,4.012085381556023E-5
Sargodha,2023-02-02,3.753335084253823E-5
Sukkur,2023-02-02,4.846880629746577E-5
Larkana,2023-02-02,4.120590798283809E-5
Lahore,2023-02-03,1.808881158708032E-4
Karachi,2023-02-03,1.282911377535582E-4
Islamabad,2023-02-03,1.32910575300242E-4
Faisalabad,2023-02-03,1.5228702808394945E-4
Rawalpindi,2023-02-03,2.2446331586457397E-4
Multan,2023-02-03,6.904354656228058E-5
Peshawar,2023-02-03,5.4245784897560954E-5
Gujranwala,2023-02-03,5.497673909569287E-5
Quetta,2023-02-03,1.61850210208403E-5
Sialkot,2023-02-03,6.489096160082304E-5
Hyderabad,2023-02-03,3.613660476170076E-5
Bahawalpur,2023-02-03,4.5703142858368065E-5
Sargodha,2023-02-03,6.352712435690657E-5
Sukkur,2023-02-03,3.9010620936146766E-5
Larkana,2023-02-03,3.0981806445414774E-5
Lahore,2023-02-04,1.239026186068989E-4
Karachi,2023-02-04,1.7112696865352985E-4
Islamabad,2023-02-04,6.799236520430328E-5
Faisalabad,2023-02-04,6.354954474854068E-5
Rawalpindi,2023-02-04,7.298581046555093E-5
Multan,2023-02-04,5.368486031262055E-5
Peshawar,2023-02-04,3.2950660924551986E-5
Gujranwala,2023-02-04,5.026813203348638E-5
Quetta,2023-02-04,1.6142687875052135E-5
Sialkot,2023-02-04,4.96177722480489E-5
Hyderabad,2023-02-04,4.162387831889658E-5
Bahawalpur,2023-02-04,4.465085848473962E-5
Sargodha,2023-02-04,3.9379928165246576E-5
Sukkur,2023-02-04,3.919533265883024E-5
Larkana,2023-02-04,3.3094687025339375E-5
Lahore,2023-02-05,1.273247340468555E-4
Karachi,2023-02-05,3.060311988931589E-5
Islamabad,2023-02-05,9.854677528556618E-5
Faisalabad,2023-02-05,8.631308873813533E-5
Rawalpindi,2023-02-05,9.127261168997179E-5
Multan,2023-02-05,4.0636953475764585E-5
Peshawar,2023-02-05,3.12640368775544E-5
Gujranwala,2023-02-05,4.363432041737714E-5
Quetta,2023-02-05,1.6096724678603654E-5
Sialkot,2023-02-05,4.3437165284990255E-5
Hyderabad,2023-02-05,4.007094035760745E-5
Bahawalpur,2023-02-05,2.9756035836515197E-5
Sargodha,2023-02-05,4.509806805605544E-5
Sukkur,2023-02-05,4.5206293124875766E-5
Larkana,2023-02-05,4.138339851182524E-5
Lahore,2023-02-06,5.2812261701033635E-5
Karachi,2023-02-06,8.755773894109134E-5
Islamabad,2023-02-06,7.053420657014073E-5
Faisalabad,2023-02-06,7.35017295290447E-5
Rawalpindi,2023-02-06,7.643404889908806E-5
Multan,2023-02-06,3.8644415834176085E-5
Peshawar,2023-02-06,5.910368948132823E-5
Gujranwala,2023-02-06,2.9155776182324947E-5
Quetta,2023-02-06,1.768822169590019E-5
Sialkot,2023-02-06,3.133824700347627E-5
Hyderabad,2023-02-06,3.4688965833900586E-5
Bahawalpur,2023-02-06,3.6722976963822814E-5
Sargodha,2023-02-06,3.682986740536419E-5
Sukkur,2023-02-06,3.3871029612689696E-5
Larkana,2023-02-06,2.5977632968592978E-5
Lahore,2023-02-07,8.31819027570014E-5
Karachi,2023-02-07,1.7572888717215144E-4
Islamabad,2023-02-07,8.45558796926927E-5
Faisalabad,2023-02-07,5.737119023941953E-5
Rawalpindi,2023-02-07,7.494475862935349E-5
Multan,2023-02-07,5.1455655244840294E-5
Peshawar,2023-02-07,5.46669169232717E-5
Gujranwala,2023-02-07,3.660673828793931E-5
Quetta,2023-02-07,2.8251661699787216E-5
Sialkot,2023-02-07,4.182272832378391E-5
Hyderabad,2023-02-07,4.4397788406867896E-5
Bahawalpur,2023-02-07,3.841904634466011E-5
Sargodha,2023-02-07,3.655708251575391E-5
Sukkur,2023-02-07,2.955930448066997E-5
Larkana,2023-02-07,3.287553728796872E-5
Lahore,2023-02-08,1.4851426848191368E-4
Karachi,2023-02-08,5.284652541517886E-5
Islamabad,2023-02-08,7.77533663686433E-5
Faisalabad,2023-02-08,6.841636432333772E-5
Rawalpindi,2023-02-08,1.0699336481462836E-4
Multan,2023-02-08,
Peshawar,2023-02-08,6.734145945790525E-5
Gujranwala,2023-02-08,8.945295826121812E-5
Quetta,2023-02-08,4.915095176831834E-6
Sialkot,2023-02-08,6.19599143699713E-5
Hyderabad,2023-02-08,3.9572119639934346E-5
Bahawalpur,2023-02-08,3.135111487650971E-5
Sargodha,2023-02-08,4.85296747323217E-5
Sukkur,2023-02-08,4.096656742227912E-5
Larkana,2023-02-08,3.621130857654707E-5
Lahore,2023-02-09,
Karachi,2023-02-09,4.115145945486555E-5
Islamabad,2023-02-09,
Faisalabad,2023-02-09,1.1235781869800037E-4
Rawalpindi,2023-02-09,
Multan,2023-02-09,5.291348974296737E-5
Peshawar,2023-02-09,
Gujranwala,2023-02-09,
Quetta,2023-02-09,6.639874824460814E-6
Sialkot,2023-02-09,
Hyderabad,2023-02-09,4.6560652293619185E-5
Bahawalpur,2023-02-09,1.6828872409795693E-5
Sargodha,2023-02-09,4.7193015031207284E-5
Sukkur,2023-02-09,2.220423077621847E-5
Larkana,2023-02-09,2.4633236511219287E-5
Lahore,2023-02-10,7.368048263227356E-5
Karachi,2023-02-10,3.327975060592123E-5
Islamabad,2023-02-10,6.16276203049623E-5
Faisalabad,2023-02-10,6.04988701765475E-5
Rawalpindi,2023-02-10,4.5491784898589003E-5
Multan,2023-02-10,3.658103035969659E-5
Peshawar,2023-02-10,5.479556800163891E-5
Gujranwala,2023-02-10,4.6722908944490906E-5
Quetta,2023-02-10,1.1935018484672989E-5
Sialkot,2023-02-10,4.285902119117272E-5
