city,date,no2
Bahawalpur,2021-01-09,3.774232242348285E-5
Sargodha,2021-01-09,3.866405230510774E-5
Sukkur,2021-01-09,3.101030405520858E-5
Larkana,2021-01-09,2.34452275517367E-5
Lahore,2021-01-10,1.123032726957994E-4
Karachi,2021-01-10,9.635567216847994E-5
Islamabad,2021-01-10,1.2968775204797508E-4
Faisalabad,2021-01-10,8.802834304747474E-5
Rawalpindi,2021-01-10,1.339746108040782E-4
Multan,2021-01-10,6.974162604152915E-5
Peshawar,2021-01-10,4.7704139581987274E-5
Gujranwala,2021-01-10,
Quetta,2021-01-10,3.0147996595137698E-5
Sialkot,2021-01-10,
Hyderabad,2021-01-10,3.68807685073179E-5
Bahawalpur,2021-01-10,4.6368568576596165E-5
Sargodha,2021-01-10,7.039254823916399E-5
Sukkur,2021-01-10,4.1221404385569664E-5
Larkana,2021-01-10,2.686341007895281E-5
Lahore,2021-01-11,
Karachi,2021-01-11,1.334280007691117E-4
Islamabad,2021-01-11,1.8848993645384108E-4
Faisalabad,2021-01-11,
Rawalpindi,2021-01-11,2.0048214598846593E-4
Multan,2021-01-11,5.7319410713126335E-5
Peshawar,2021-01-11,6.572520668122721E-5
Gujranwala,2021-01-11,
Quetta,2021-01-11,2.6665184523931897E-5
Sialkot,2021-01-11,
Hyderabad,2021-01-11,3.781819550219935E-5
Bahawalpur,2021-01-11,3.417735266243245E-5
Sargodha,2021-01-11,6.343645284009067E-5
Sukkur,2021-01-11,4.190802032819892E-5
Larkana,2021-01-11,2.767922814427531E-5
Lahore,2021-01-12,2.331467304711321E-4
Karachi,2021-01-12,2.904691433711407E-4
Islamabad,2021-01-12,1.7565650901234727E-4
Faisalabad,2021-01-12,1.686292195122787E-4
Rawalpindi,2021-01-12,1.9526851103029755E-4
Multan,2021-01-12,7.117360577900785E-5
Peshawar,2021-01-12,6.643683738472395E-5
Gujranwala,2021-01-12,7.10913889947076E-5
Quetta,2021-01-12,1.602371028055554E-5
Sialkot,2021-01-12,5.2621032352258584E-5
Hyderabad,2021-01-12,4.258545324921863E-5
Bahawalpur,2021-01-12,2.310459506929982E-5
Sargodha,2021-01-12,
Sukkur,2021-01-12,2.230637269297355E-5
Larkana,2021-01-12,1.825452808513714E-5
Lahore,2021-01-13,1.516878911679761E-4
Karachi,2021-01-13,2.2692245138366328E-4
Islamabad,2021-01-13,1.8525367692635866E-4
Faisalabad,2021-01-13,1.4340372341458874E-4
Rawalpindi,2021-01-13,1.9530763150161628E-4
Multan,2021-01-13,4.751219103628502E-5
Peshawar,2021-01-13,5.209709306852521E-5
Gujranwala,2021-01-13,6.848603077502423E-5
Quetta,2021-01-13,2.160590015938429E-5
Sialkot,2021-01-13,4.240061069934126E-5
Hyderabad,2021-01-13,6.94268286493745E-5
Bahawalpur,2021-01-13,1.9993561002205915E-5
Sargodha,2021-01-13,3.867964750643801E-5
Sukkur,2021-01-13,3.306750020389755E-5
Larkana,2021-01-13,2.2092944526021362E-5
Lahore,2021-01-14,1.716626398484811E-4
Karachi,2021-01-14,3.8222145643578557E-4
Islamabad,2021-01-14,1.4708688892179202E-4
Faisalabad,2021-01-14,
Rawalpindi,2021-01-14,1.3744782943969533E-4
Multan,2021-01-14,
Peshawar,2021-01-14,7.298101001834994E-5
Gujranwala,2021-01-14,9.008910627038756E-5
Quetta,2021-01-14,9.654988400181524E-6
Sialkot,2021-01-14,3.2311493997465516E-5
Hyderabad,2021-01-14,7.402619803213131E-5
Bahawalpur,2021-01-14,3.978090815283716E-5
Sargodha,2021-01-14,
Sukkur,2021-01-14,5.734036906898112E-5
Larkana,2021-01-14,3.26453748889195E-5
Lahore,2021-01-15,
Karachi,2021-01-15,2.639816344965361E-4
Islamabad,2021-01-15,1.3904541817885506E-4
Faisalabad,2021-01-15,
Rawalpindi,2021-01-15,1.5112928940929455E-4
Multan,2021-01-15,7.573498449426826E-5
Peshawar,2021-01-15,8.049816935068858E-5
Gujranwala,2021-01-15,5.010137681655566E-5
Quetta,2021-01-15,2.685155283589755E-5
Sialkot,2021-01-15,5.0429177985024655E-5
Hyderabad,2021-01-15,3.42773252893631E-5
Bahawalpur,2021-01-15,3.948149664418663E-5
Sargodha,2021-01-15,
Sukkur,2021-01-15,4.428845429971426E-5
Larkana,2021-01-15,3.194312226324338E-5
Lahore,2021-01-16,
Karachi,2021-01-16,1.4340617421447824E-4
Islamabad,2021-01-16,2.2585394036563896E-4
Faisalabad,2021-01-16,1.650363663274558E-4
Rawalpindi,2021-01-16,2.3188502668542802E-4
Multan,2021-01-16,8.748977089410163E-5
Peshawar,2021-01-16,9.057791319298286E-5
Gujranwala,2021-01-16,
Quetta,2021-01-16,3.0142377820445767E-5
Sialkot,2021-01-16,1.3580199309561473E-4
Hyderabad,2021-01-16,3.113223203761549E-5
Bahawalpur,2021-01-16,4.326415518646024E-5
Sargodha,2021-01-16,5.6494514188435074E-5
Sukkur,2021-01-16,5.6715104141570694E-5
Larkana,2021-01-16,2.941908672226127E-5
Lahore,2021-01-17,
Karachi,2021-01-17,1.6294061802375143E-4
Islamabad,2021-01-17,6.904436178100726E-5
Faisalabad,2021-01-17,
Rawalpindi,2021-01-17,8.80283373235519E-5
Multan,2021-01-17,
Peshawar,2021-01-17,1.0664316020813822E-4
Gujranwala,2021-01-17,
Quetta,2021-01-17,2.7955809819615435E-5
Sialkot,2021-01-17,
Hyderabad,2021-01-17,4.2555620196609755E-5
Bahawalpur,2021-01-17,3.6301243453678614E-5
Sargodha,2021-01-17,
Sukkur,2021-01-17,3.834197567055887E-5
Larkana,2021-01-17,3.00360357456691E-5
Lahore,2021-01-18,8.081127219606645E-5
Karachi,2021-01-18,1.7083743655321322E-4
Islamabad,2021-01-18,1.1162159795366657E-4
Faisalabad,2021-01-18,3.8802212177992216E-5
Rawalpindi,2021-01-18,1.2145851122005491E-4
Multan,2021-01-18,3.7116407538151014E-5
Peshawar,2021-01-18,5.296265954670556E-5
Gujranwala,2021-01-18,5.03758794190786E-5
Quetta,2021-01-18,2.9779098461696408E-5
Sialkot,2021-01-18,3.0624014140552414E-5
Hyderabad,2021-01-18,3.365800046676934E-5
Bahawalpur,2021-01-18,3.2529636838754934E-5
Sargodha,2021-01-18,3.232769260193425E-5
Sukkur,2021-01-18,3.954557787398441E-5
Larkana,2021-01-18,2.905885115174138E-5
Lahore,2021-01-19,1.527313855429097E-4
Karachi,2021-01-19,1.9484025578086288E-4
Islamabad,2021-01-19,1.2196556289286534E-4
Faisalabad,2021-01-19,6.901155275054266E-5
Rawalpindi,2021-01-19,1.0095005277034464E-4
Multan,2021-01-19,4.9510702494577976E-5
Peshawar,2021-01-19,5.963260704448071E-5
Gujranwala,2021-01-19,3.589371583933279E-5
Quetta,2021-01-19,2.4243859537925774E-5
Sialkot,2021-01-19,2.5681057704093897E-5
Hyderabad,2021-01-19,3.458013626390424E-5
Bahawalpur,2021-01-19,4.2722573742155526E-5
Sargodha,2021-01-19,2.8235244354135826E-5
Sukkur,2021-01-19,3.071753291255894E-5
Larkana,2021-01-19,3.45924702730918E-5
Lahore,2021-01-20,1.7564297674567007E-4
Karachi,2021-01-20,3.6551657357281877E-4
Islamabad,2021-01-20,8.86509338192645E-5
Faisalabad,2021-01-20,5.620325935078479E-5
Rawalpindi,2021-01-20,8.725060460592626E-5
Multan,2021-01-20,8.462572201975141E-5
Peshawar,2021-01-20,8.115329740494041E-5
Gujranwala,2021-01-20,6.936021142684767E-5
Quetta,2021-01-20,2.5094981988667164E-5
Sialkot,2021-01-20,6.62074363060698E-5
Hyderabad,2021-01-20,4.5363192394495645E-5
Bahawalpur,2021-01-20,3.4905721568221195E-5
Sargodha,2021-01-20,4.8659309659051286E-5
Sukkur,2021-01-20,4.064157813115841E-5
Larkana,2021-01-20,2.914808076965386E-5
Lahore,2021-01-21,1.7842926720163904E-4
Karachi,2021-01-21,9.164121559186937E-5
Islamabad,2021-01-21,1.9997361079488978E-4
Faisalabad,2021-01-21,5.0496027451086006E-5
Rawalpindi,2021-01-21,2.080208005501918E-4
Multan,2021-01-21,4.911462772876384E-5
Peshawar,2021-01-21,6.512098917304652E-5
Gujranwala,2021-01-21,6.080073158624792E-5
Quetta,2021-01-21,2.49909983644868E-5
Sialkot,2021-01-21,4.6681301828670987E-5
Hyderabad,2021-01-21,5.6679060605145506E-5
Bahawalpur,2021-01-21,3.141342286592626E-5
Sargodha,2021-01-21,4.083108991876821E-5
Sukkur,2021-01-21,3.421920427030077E-5
Larkana,2021-01-21,2.8382033005945115E-5
Lahore,2021-01-22,
Karachi,2021-01-22,5.701721842142341E-5
Islamabad,2021-01-22,
Faisalabad,2021-01-22,
Rawalpindi,2021-01-22,2.0108851419233102E-5
Multan,2021-01-22,6.658145744287174E-5
Peshawar,2021-01-22,
Gujranwala,2021-01-22,
Quetta,2021-01-22,1.1884142987064002E-6
Sialkot,2021-01-22,
Hyderabad,2021-01-22,3.443630615642144E-5
Bahawalpur,2021-01-22,2.2378095391572105E-5
Sargodha,2021-01-22,
Sukkur,2021-01-22,3.0575031395480465E-5
Larkana,2021-01-22,2.5639567391393407E-5
Lahore,2021-01-23,
Karachi,2021-01-23,1.4143778942346137E-4
Islamabad,2021-01-23,6.670910081788085E-5
Faisalabad,2021-01-23,
Rawalpindi,2021-01-23,7.389017407927501E-5
Multan,2021-01-23,2.8951895725918602E-5
Peshawar,2021-01-23,2.501172966582742E-5
Gujranwala,2021-01-23,
Quetta,2021-01-23,8.352689577881527E-6
Sialkot,2021-01-23,
Hyderabad,2021-01-23,2.5989174014168114E-5
Bahawalpur,2021-01-23,2.550515769851961E-5
Sargodha,2021-01-23,3.858092439119802E-5
Sukkur,2021-01-23,2.0188690393547138E-5
Larkana,2021-01-23,1.916939736962559E-5
Lahore,2021-01-24,8.589113570949038E-5
Karachi,2021-01-24,2.54610657666148E-4
Islamabad,2021-01-24,7.880902619802545E-5
Faisalabad,2021-01-24,5.104194228620114E-5
Rawalpindi,2021-01-24,7.359768591998346E-5
Multan,2021-01-24,4.891690859643561E-5
Peshawar,2021-01-24,6.252436792140599E-5
Gujranwala,2021-01-24,3.090220556620103E-5
Quetta,2021-01-24,2.3686641845352796E-5
Sialkot,2021-01-24,2.387205779439269E-5
Hyderabad,2021-01-24,4.043730749695191E-5
Bahawalpur,2021-01-24,3.2208335144850566E-5
Sargodha,2021-01-24,3.315023746102878E-5
Sukkur,2021-01-24,3.195409691942748E-5
Larkana,2021-01-24,2.592970470440983E-5
Lahore,2021-01-25,2.4124175354055095E-4
Karachi,2021-01-25,3.082660419151825E-4
Islamabad,2021-01-25,1.7564329827877002E-4
Faisalabad,2021-01-25,4.6813679803229815E-5
Rawalpindi,2021-01-25,1.8310891463443841E-4
Multan,2021-01-25,4.563978126539787E-5
Peshawar,2021-01-25,5.7172558213363846E-5
Gujranwala,2021-01-25,5.249079164563829E-5
Quetta,2021-01-25,2.1853883674582536E-5
Sialkot,2021-01-25,3.748395238611548E-5
Hyderabad,2021-01-25,3.9156513493059646E-5
Bahawalpur,2021-01-25,2.853097097433587E-5
Sargodha,2021-01-25,4.357336407616476E-5
Sukkur,2021-01-25,5.0815354193754025E-5
Larkana,2021-01-25,3.042977904523048E-5
Lahore,2021-01-26,1.761670207328594E-4
Karachi,2021-01-26,3.440839147566833E-4
Islamabad,2021-01-26,1.822722245041134E-4
Faisalabad,2021-01-26,5.994268745218498E-5
Rawalpindi,2021-01-26,1.8544577747497295E-4
Multan,2021-01-26,4.608177374256178E-5
Peshawar,2021-01-26,7.598133983257917E-5
Gujranwala,2021-01-26,6.501097689567696E-5
Quetta,2021-01-26,1.8374822918683274E-5
Sialkot,2021-01-26,2.9444923263952078E-5
Hyderabad,2021-01-26,4.5498765554596906E-5
Bahawalpur,2021-01-26,2.683161089201611E-5
Sargodha,2021-01-26,3.609309723868448E-5
Sukkur,2021-01-26,4.875655468270604E-5
Larkana,2021-01-26,3.1882450256868496E-5
Lahore,2021-01-27,1.6649934718442194E-4
Karachi,2021-01-27,3.179331100649218E-4
Islamabad,2021-01-27,1.7249436075021391E-4
Faisalabad,2021-01-27,9.351524037949272E-5
Rawalpindi,2021-01-27,1.6409279100444734E-4
Multan,2021-01-27,1.3117091854837645E-4
Peshawar,2021-01-27,6.970080447274576E-5
Gujranwala,2021-01-27,7.702004949724891E-5
Quetta,2021-01-27,1.836136441856408E-5
Sialkot,2021-01-27,4.9449252762772674E-5
Hyderabad,2021-01-27,3.698043970982056E-5
Bahawalpur,2021-01-27,3.882369122243512E-5
Sargodha,2021-01-27,5.9564117735725535E-5
Sukkur,2021-01-27,4.495138264857566E-5
Larkana,2021-01-27,3.3640596092780296E-5
Lahore,2021-01-28,2.6309202057405747E-4
Karachi,2021-01-28,3.0563026216262205E-4
Islamabad,2021-01-28,1.891340508173611E-4
Faisalabad,2021-01-28,6.879536010315978E-5
Rawalpindi,2021-01-28,1.906259477626171E-4
Multan,2021-01-28,6.227593196655189E-5
Peshawar,2021-01-28,7.321939647637599E-5
Gujranwala,2021-01-28,1.3013849503114573E-4
Quetta,2021-01-28,1.4582484630710818E-5
Sialkot,2021-01-28,5.1724774420244384E-5
Hyderabad,2021-01-28,3.754756973419743E-5
Bahawalpur,2021-01-28,3.145983614879298E-5
Sargodha,2021-01-28,4.747416825597396E-5
Sukkur,2021-01-28,2.6528075528235488E-5
Larkana,2021-01-28,2.5726114147623368E-5
Lahore,2021-01-29,1.3630700422024593E-4
Karachi,2021-01-29,2.645735774953084E-4
Islamabad,2021-01-29,1.1239666057609893E-4
Faisalabad,2021-01-29,6.747595639438086E-5
Rawalpindi,2021-01-29,1.1378128276780712E-4
Multan,2021-01-29,5.736847532573323E-5
Peshawar,2021-01-29,5.955476117816904E-5
Gujranwala,2021-01-29,7.085192861513519E-5
Quetta,2021-01-29,2.137365318992031E-5
Sialkot,2021-01-29,4.7358879239298674E-5
Hyderabad,2021-01-29,5.1590226422338173E-5
Bahawalpur,2021-01-29,2.754341652595277E-5
Sargodha,2021-01-29,3.765553645927308E-5
Sukkur,2021-01-29,3.855308227085202E-5
Larkana,2021-01-29,3.056366202102821E-5
Lahore,2021-01-30,1.4762861184612104E-4
Karachi,2021-01-30,2.1846577572833364E-4
Islamabad,2021-01-30,1.5980759505232638E-4
Faisalabad,2021-01-30,6.728991388360521E-5
Rawalpindi,2021-01-30,1.5567138954061165E-4
Multan,2021-01-30,5.7534795716231805E-5
Peshawar,2021-01-30,7.161435231816495E-5
Gujranwala,2021-01-30,5.9324092318004413E-5
Quetta,2021-01-30,2.6903051034578188E-5
Sialkot,2021-01-30,6.630996828673171E-5
Hyderabad,2021-01-30,5.485110454364409E-5
Bahawalpur,2021-01-30,3.1749952190949065E-5
Sargodha,2021-01-30,4.3761541224543775E-5
Sukkur,2021-01-30,4.552800842556835E-5
Larkana,2021-01-30,3.5501662578011884E-5
Lahore,2021-01-31,3.088816359397134E-4
Karachi,2021-01-31,5.225604459538162E-5
Islamabad,2021-01-31,1.4376793581979627E-4
Faisalabad,2021-01-31,9.191487693070287E-5
Rawalpindi,2021-01-31,1.5559554367013974E-4
Multan,2021-01-31,6.955191448780613E-5
Peshawar,2021-01-31,8.840535892636978E-5
Gujranwala,2021-01-31,1.1276379769091836E-4
Quetta,2021-01-31,1.0939762571762687E-5
Sialkot,2021-01-31,5.8570815345496634E-5
Hyderabad,2021-01-31,6.881594351135016E-5
Bahawalpur,2021-01-31,3.804846447885442E-5
Sargodha,2021-01-31,8.734476742853121E-5
Sukkur,2021-01-31,3.886017788062853E-5
Larkana,2021-01-31,3.7098701989113726E-5
Lahore,2021-02-01,3.0927529755221607E-4
Karachi,2021-02-01,1.7154678690919412E-4
Islamabad,2021-02-01,1.692397441744503E-4
Faisalabad,2021-02-01,2.0083262564050928E-4
Rawalpindi,2021-02-01,1.4955050153769964E-4
Multan,2021-02-01,5.3150259372874155E-5
Peshawar,2021-02-01,6.072402406125539E-5
Gujranwala,2021-02-01,6.554360225457303E-5
Quetta,2021-02-01,2.1225143044231E-5
Sialkot,2021-02-01,4.508380878261549E-5
Hyderabad,2021-02-01,3.6239677587137125E-5
Bahawalpur,2021-02-01,3.000412150437176E-5
Sargodha,2021-02-01,6.471453329519962E-5
Sukkur,2021-02-01,3.733711610592797E-5
Larkana,2021-02-01,2.943295562102392E-5
Lahore,2021-02-02,4.555689199941619E-4
Karachi,2021-02-02,1.0191850267692443E-4
Islamabad,2021-02-02,
Faisalabad,2021-02-02,6.598755540100233E-5
Rawalpindi,2021-02-02,
Multan,2021-02-02,6.622726651919606E-5
Peshawar,2021-02-02,6.867884374467306E-5
Gujranwala,2021-02-02,9.44400327263859E-5
Quetta,2021-02-02,1.2334105696410513E-5
Sialkot,2021-02-02,4.769724066487671E-5
Hyderabad,2021-02-02,5.313228579061559E-5
Bahawalpur,2021-02-02,3.5120033104570716E-5
Sargodha,2021-02-02,6.186809134641852E-5
Sukkur,2021-02-02,4.114047806042738E-5
Larkana,2021-02-02,3.673926891516288E-5
Lahore,2021-02-03,
Karachi,2021-02-03,1.8004234457792362E-4
Islamabad,2021-02-03,
Faisalabad,2021-02-03,9.462192990865737E-5
Rawalpindi,2021-02-03,1.4745613907219933E-5
Multan,2021-02-03,4.980936100184679E-5
Peshawar,2021-02-03,
Gujranwala,2021-02-03,
Quetta,2021-02-03,1.2202474769360473E-5
Sialkot,2021-02-03,
Hyderabad,2021-02-03,3.568525976479795E-5
Bahawalpur,2021-02-03,4.4236316053935615E-5
Sargodha,2021-02-03,5.827581002129678E-5
Sukkur,2021-02-03,3.41581646681463E-5
Larkana,2021-02-03,2.8828559494681917E-5
Lahore,2021-02-04,4.834768316263521E-5
Karachi,2021-02-04,8.745930822498024E-5
Islamabad,2021-02-04,1.0708404115921659E-4
Faisalabad,2021-02-04,6.291709528746164E-5
Rawalpindi,2021-02-04,3.555893068634855E-5
Multan,2021-02-04,4.905715251359188E-5
Peshawar,2021-02-04,6.554347737572075E-5
Gujranwala,2021-02-04,3.5581464470862505E-5
Quetta,2021-02-04,2.0068120135039955E-5
Sialkot,2021-02-04,2.2137631723147583E-5
Hyderabad,2021-02-04,3.7865670234205996E-5
Bahawalpur,2021-02-04,4.1959164507386225E-5
Sargodha,2021-02-04,2.4129259360322846E-5
Sukkur,2021-02-04,3.585811367079878E-5
Larkana,2021-02-04,3.175866418047147E-5
Lahore,2021-02-05,1.3108213716910456E-4
Karachi,2021-02-05,1.9777610296602114E-4
Islamabad,2021-02-05,5.414181282782544E-5
Faisalabad,2021-02-05,5.5017403460734086E-5
Rawalpindi,2021-02-05,4.965355392248968E-5
Multan,2021-02-05,3.855329021003408E-5
Peshawar,2021-02-05,1.2054842110914484E-4
Gujranwala,2021-02-05,8.895468604340241E-5
Quetta,2021-02-05,1.5877224718649095E-5
Sialkot,2021-02-05,2.6268060250626228E-5
Hyderabad,2021-02-05,4.3007179448621656E-5
Bahawalpur,2021-02-05,2.6486350059184236E-5
Sargodha,2021-02-05,9.725079504914718E-5
Sukkur,2021-02-05,4.241785485314459E-5
Larkana,2021-02-05,3.20552448642224E-5
Lahore,2021-02-06,1.9556470244726237E-4
Karachi,2021-02-06,2.7835809903050855E-4
Islamabad,2021-02-06,1.6222998399654381E-4
Faisalabad,2021-02-06,7.827812782800781E-5
Rawalpindi,2021-02-06,1.4642934505409218E-4
Multan,2021-02-06,4.8366247424683244E-5
Peshawar,2021-02-06,7.488381613705779E-5
Gujranwala,2021-02-06,5.3595050857405036E-5
Quetta,2021-02-06,3.124010524834347E-5
Sialkot,2021-02-06,4.251934116290687E-5
Hyderabad,2021-02-06,3.318168450019722E-5
Bahawalpur,2021-02-06,2.845108925207291E-5
Sargodha,2021-02-06,4.81359323010941E-5
Sukkur,2021-02-06,3.057433870062335E-5
Larkana,2021-02-06,2.680281508716175E-5
Lahore,2021-02-07,1.5961686247291748E-4
Karachi,2021-02-07,1.6679939976391514E-4
Islamabad,2021-02-07,1.6135535366973878E-4
Faisalabad,2021-02-07,7.719086781281594E-5
Rawalpindi,2021-02-07,1.7149585919128658E-4
Multan,2021-02-07,4.413869747685962E-5
Peshawar,2021-02-07,8.607978536417192E-5
Gujranwala,2021-02-07,1.0238784219491387E-4
Quetta,2021-02-07,2.270299072221975E-5
Sialkot,2021-02-07,6.869710465583925E-5
Hyderabad,2021-02-07,4.68341018086401E-5
Bahawalpur,2021-02-07,3.1352888343619145E-5
Sargodha,2021-02-07,5.256093043756624E-5
Sukkur,2021-02-07,3.349843409493427E-5
Larkana,2021-02-07,3.0396759577892817E-5
Lahore,2021-02-08,3.077650251975666E-4
Karachi,2021-02-08,2.2446164093152643E-4
Islamabad,2021-02-08,1.3825247333458762E-4
Faisalabad,2021-02-08,9.321878243702334E-5
Rawalpindi,2021-02-08,1.2970438882787505E-4
Multan,2021-02-08,6.85689126895761E-5
Peshawar,2021-02-08,6.855408466904011E-5
Gujranwala,2021-02-08,1.0270664662162197E-4
Quetta,2021-02-08,2.4145165576852874E-5
Sialkot,2021-02-08,6.322560841025777E-5
Hyderabad,2021-02-08,3.688389611811249E-5
Bahawalpur,2021-02-08,2.3077407023923778E-5
Sargodha,2021-02-08,4.653639532388391E-5
Sukkur,2021-02-08,2.8777766909840706E-5
Larkana,2021-02-08,2.980585423906482E-5
Lahore,2021-02-09,2.2740203503390763E-4
Karachi,2021-02-09,8.113698146102553E-5
Islamabad,2021-02-09,5.211625847084074E-5
Faisalabad,2021-02-09,9.180684855939747E-5
Rawalpindi,2021-02-09,5.23247531041521E-5
Multan,2021-02-09,5.931372629054613E-5
Peshawar,2021-02-09,5.716459996665435E-5
Gujranwala,2021-02-09,6.879478817857936E-5
Quetta,2021-02-09,1.2106146949171741E-5
Sialkot,2021-02-09,3.925397202652108E-5
Hyderabad,2021-02-09,3.923464413943618E-5
Bahawalpur,2021-02-09,2.4736967232722824E-5
